param YearSplit	:	2014		2015		2016		2017		2018		2019		2020		2021		2022		2023		2024		2025		2026		2027		2028		2029		2030		2031		2032		2033		2034			:=
OctWe3				0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	0.005479	
OctWe4				0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	
OctWe5				0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	0.001826	
NovWd1				0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	
NovWd2				0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	
NovWd3				0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	
NovWd4				0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	
NovWd5				0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	
NovWe1				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
NovWe2				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
NovWe3				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
NovWe4				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
NovWe5				0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	
DecWd1				0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	
DecWd2				0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	
DecWd3				0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	0.015068	
DecWd4				0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	0.012557	
DecWd5				0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	0.005023	
DecWe1				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
DecWe2				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
DecWe3				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
DecWe4				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
DecWe5				0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	;


param	SpecifiedDemandProfile	default 0	:=
	[NO,fELC,*,*]	:	2014		2015		2016		2017		2018		2019		2020		2021		2022		2023		2024		2025		2026		2027		2028		2029		2030		2031		2032		2033		2034		
