ID,y,t,l,f,e,m,r,ls,ld,lh,s
100,2026,tElNu,SD,fHYD,,1,NO,,,,,0
100,2027,tElNu,SD,fHYD,,1,NO,,,,,0
100,2028,tElNu,SD,fHYD,,1,NO,,,,,0
100,2029,tElNu,SD,fHYD,,1,NO,,,,,0
100,2030,tElNu,SD,fHYD,,1,NO,,,,,0
100,2031,tElNu,SD,fHYD,,1,NO,,,,,0
100,2032,tElNu,SD,fHYD,,1,NO,,,,,0
100,2033,tElNu,SD,fHYD,,1,NO,,,,,0
100,2034,tElNu,SD,fHYD,,1,NO,,,,,0
100,2014,tElNu,SD,fOIL,,1,NO,,,,,0
100,2015,tElNu,SD,fOIL,,1,NO,,,,,0
100,2016,tElNu,SD,fOIL,,1,NO,,,,,0
100,2017,tElNu,SD,fOIL,,1,NO,,,,,0
100,2018,tElNu,SD,fOIL,,1,NO,,,,,0
100,2019,tElNu,SD,fOIL,,1,NO,,,,,0
100,2020,tElNu,SD,fOIL,,1,NO,,,,,0
100,2021,tElNu,SD,fOIL,,1,NO,,,,,0
100,2022,tElNu,SD,fOIL,,1,NO,,,,,0
100,2023,tElNu,SD,fOIL,,1,NO,,,,,0
100,2024,tElNu,SD,fOIL,,1,NO,,,,,0
100,2025,tElNu,SD,fOIL,,1,NO,,,,,0
100,2026,tElNu,SD,fOIL,,1,NO,,,,,0
100,2027,tElNu,SD,fOIL,,1,NO,,,,,0
100,2028,tElNu,SD,fOIL,,1,NO,,,,,0
100,2029,tElNu,SD,fOIL,,1,NO,,,,,0
100,2030,tElNu,SD,fOIL,,1,NO,,,,,0
100,2031,tElNu,SD,fOIL,,1,NO,,,,,0
100,2032,tElNu,SD,fOIL,,1,NO,,,,,0
100,2033,tElNu,SD,fOIL,,1,NO,,,,,0
100,2034,tElNu,SD,fOIL,,1,NO,,,,,0
100,2014,tElNu,SD,fURN,,1,NO,,,,,0
100,2015,tElNu,SD,fURN,,1,NO,,,,,0
100,2016,tElNu,SD,fURN,,1,NO,,,,,0
100,2017,tElNu,SD,fURN,,1,NO,,,,,0
100,2018,tElNu,SD,fURN,,1,NO,,,,,0
100,2019,tElNu,SD,fURN,,1,NO,,,,,0
100,2020,tElNu,SD,fURN,,1,NO,,,,,0
100,2021,tElNu,SD,fURN,,1,NO,,,,,0
100,2022,tElNu,SD,fURN,,1,NO,,,,,0
100,2023,tElNu,SD,fURN,,1,NO,,,,,0
100,2024,tElNu,SD,fURN,,1,NO,,,,,0
100,2025,tElNu,SD,fURN,,1,NO,,,,,0
100,2026,tElNu,SD,fURN,,1,NO,,,,,0
100,2027,tElNu,SD,fURN,,1,NO,,,,,0
100,2028,tElNu,SD,fURN,,1,NO,,,,,0
100,2029,tElNu,SD,fURN,,1,NO,,,,,0
100,2030,tElNu,SD,fURN,,1,NO,,,,,0
100,2031,tElNu,SD,fURN,,1,NO,,,,,0
100,2032,tElNu,SD,fURN,,1,NO,,,,,0
100,2033,tElNu,SD,fURN,,1,NO,,,,,0
100,2034,tElNu,SD,fURN,,1,NO,,,,,0
100,2014,tElNu,SD,fDSL,,2,NO,,,,,0
100,2015,tElNu,SD,fDSL,,2,NO,,,,,0
100,2016,tElNu,SD,fDSL,,2,NO,,,,,0
100,2017,tElNu,SD,fDSL,,2,NO,,,,,0
100,2018,tElNu,SD,fDSL,,2,NO,,,,,0
100,2019,tElNu,SD,fDSL,,2,NO,,,,,0
100,2020,tElNu,SD,fDSL,,2,NO,,,,,0
100,2021,tElNu,SD,fDSL,,2,NO,,,,,0
100,2022,tElNu,SD,fDSL,,2,NO,,,,,0
100,2023,tElNu,SD,fDSL,,2,NO,,,,,0
100,2024,tElNu,SD,fDSL,,2,NO,,,,,0
100,2025,tElNu,SD,fDSL,,2,NO,,,,,0
100,2026,tElNu,SD,fDSL,,2,NO,,,,,0
100,2027,tElNu,SD,fDSL,,2,NO,,,,,0
100,2028,tElNu,SD,fDSL,,2,NO,,,,,0
100,2029,tElNu,SD,fDSL,,2,NO,,,,,0
100,2030,tElNu,SD,fDSL,,2,NO,,,,,0
100,2031,tElNu,SD,fDSL,,2,NO,,,,,0
100,2032,tElNu,SD,fDSL,,2,NO,,,,,0
100,2033,tElNu,SD,fDSL,,2,NO,,,,,0
100,2034,tElNu,SD,fDSL,,2,NO,,,,,0
100,2014,tElNu,SD,fELC,,2,NO,,,,,0
100,2015,tElNu,SD,fELC,,2,NO,,,,,0
100,2016,tElNu,SD,fELC,,2,NO,,,,,0
100,2017,tElNu,SD,fELC,,2,NO,,,,,0
100,2018,tElNu,SD,fELC,,2,NO,,,,,0
100,2019,tElNu,SD,fELC,,2,NO,,,,,0
100,2020,tElNu,SD,fELC,,2,NO,,,,,0
100,2021,tElNu,SD,fELC,,2,NO,,,,,0
100,2022,tElNu,SD,fELC,,2,NO,,,,,0
100,2023,tElNu,SD,fELC,,2,NO,,,,,0
100,2024,tElNu,SD,fELC,,2,NO,,,,,0
100,2025,tElNu,SD,fELC,,2,NO,,,,,0
100,2026,tElNu,SD,fELC,,2,NO,,,,,0
100,2027,tElNu,SD,fELC,,2,NO,,,,,0
100,2028,tElNu,SD,fELC,,2,NO,,,,,0
100,2029,tElNu,SD,fELC,,2,NO,,,,,0
100,2030,tElNu,SD,fELC,,2,NO,,,,,0
100,2031,tElNu,SD,fELC,,2,NO,,,,,0
100,2032,tElNu,SD,fELC,,2,NO,,,,,0
100,2033,tElNu,SD,fELC,,2,NO,,,,,0
100,2034,tElNu,SD,fELC,,2,NO,,,,,0
100,2014,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2015,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2016,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2017,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2018,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2019,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2020,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2021,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2022,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2023,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2024,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2025,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2026,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2027,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2028,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2029,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2030,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2031,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2032,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2033,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2034,tElNu,SD,fCOAL,,2,NO,,,,,0
100,2014,tElNu,SD,fHYD,,2,NO,,,,,0
100,2015,tElNu,SD,fHYD,,2,NO,,,,,0
100,2016,tElNu,SD,fHYD,,2,NO,,,,,0
100,2017,tElNu,SD,fHYD,,2,NO,,,,,0
100,2018,tElNu,SD,fHYD,,2,NO,,,,,0
100,2019,tElNu,SD,fHYD,,2,NO,,,,,0
100,2020,tElNu,SD,fHYD,,2,NO,,,,,0
100,2021,tElNu,SD,fHYD,,2,NO,,,,,0
100,2022,tElNu,SD,fHYD,,2,NO,,,,,0
100,2023,tElNu,SD,fHYD,,2,NO,,,,,0
100,2024,tElNu,SD,fHYD,,2,NO,,,,,0
100,2025,tElNu,SD,fHYD,,2,NO,,,,,0
100,2026,tElNu,SD,fHYD,,2,NO,,,,,0
100,2027,tElNu,SD,fHYD,,2,NO,,,,,0
100,2028,tElNu,SD,fHYD,,2,NO,,,,,0
100,2029,tElNu,SD,fHYD,,2,NO,,,,,0
100,2030,tElNu,SD,fHYD,,2,NO,,,,,0
100,2031,tElNu,SD,fHYD,,2,NO,,,,,0
100,2032,tElNu,SD,fHYD,,2,NO,,,,,0
100,2033,tElNu,SD,fHYD,,2,NO,,,,,0
100,2034,tElNu,SD,fHYD,,2,NO,,,,,0
100,2014,tElNu,SD,fOIL,,2,NO,,,,,0
100,2015,tElNu,SD,fOIL,,2,NO,,,,,0
100,2016,tElNu,SD,fOIL,,2,NO,,,,,0
100,2017,tElNu,SD,fOIL,,2,NO,,,,,0
100,2018,tElNu,SD,fOIL,,2,NO,,,,,0
100,2019,tElNu,SD,fOIL,,2,NO,,,,,0
100,2020,tElNu,SD,fOIL,,2,NO,,,,,0
100,2021,tElNu,SD,fOIL,,2,NO,,,,,0
100,2022,tElNu,SD,fOIL,,2,NO,,,,,0
100,2023,tElNu,SD,fOIL,,2,NO,,,,,0
100,2024,tElNu,SD,fOIL,,2,NO,,,,,0
100,2025,tElNu,SD,fOIL,,2,NO,,,,,0
100,2026,tElNu,SD,fOIL,,2,NO,,,,,0
100,2027,tElNu,SD,fOIL,,2,NO,,,,,0
100,2028,tElNu,SD,fOIL,,2,NO,,,,,0
100,2029,tElNu,SD,fOIL,,2,NO,,,,,0
100,2030,tElNu,SD,fOIL,,2,NO,,,,,0
100,2031,tElNu,SD,fOIL,,2,NO,,,,,0
100,2032,tElNu,SD,fOIL,,2,NO,,,,,0
100,2033,tElNu,SD,fOIL,,2,NO,,,,,0
100,2034,tElNu,SD,fOIL,,2,NO,,,,,0
100,2014,tElNu,SD,fURN,,2,NO,,,,,0
100,2015,tElNu,SD,fURN,,2,NO,,,,,0
100,2016,tElNu,SD,fURN,,2,NO,,,,,0
100,2017,tElNu,SD,fURN,,2,NO,,,,,0
100,2018,tElNu,SD,fURN,,2,NO,,,,,0
100,2019,tElNu,SD,fURN,,2,NO,,,,,0
100,2020,tElNu,SD,fURN,,2,NO,,,,,0
100,2021,tElNu,SD,fURN,,2,NO,,,,,0
100,2022,tElNu,SD,fURN,,2,NO,,,,,0
100,2023,tElNu,SD,fURN,,2,NO,,,,,0
100,2024,tElNu,SD,fURN,,2,NO,,,,,0
100,2025,tElNu,SD,fURN,,2,NO,,,,,0
100,2026,tElNu,SD,fURN,,2,NO,,,,,0
100,2027,tElNu,SD,fURN,,2,NO,,,,,0
100,2028,tElNu,SD,fURN,,2,NO,,,,,0
100,2029,tElNu,SD,fURN,,2,NO,,,,,0
100,2030,tElNu,SD,fURN,,2,NO,,,,,0
100,2031,tElNu,SD,fURN,,2,NO,,,,,0
100,2032,tElNu,SD,fURN,,2,NO,,,,,0
100,2033,tElNu,SD,fURN,,2,NO,,,,,0
100,2034,tElNu,SD,fURN,,2,NO,,,,,0
100,2014,tElHy,SD,fDSL,,1,NO,,,,,0
100,2015,tElHy,SD,fDSL,,1,NO,,,,,0
100,2016,tElHy,SD,fDSL,,1,NO,,,,,0
100,2017,tElHy,SD,fDSL,,1,NO,,,,,0
100,2018,tElHy,SD,fDSL,,1,NO,,,,,0
100,2019,tElHy,SD,fDSL,,1,NO,,,,,0
100,2020,tElHy,SD,fDSL,,1,NO,,,,,0
100,2021,tElHy,SD,fDSL,,1,NO,,,,,0
100,2022,tElHy,SD,fDSL,,1,NO,,,,,0
100,2023,tElHy,SD,fDSL,,1,NO,,,,,0
100,2024,tElHy,SD,fDSL,,1,NO,,,,,0
100,2025,tElHy,SD,fDSL,,1,NO,,,,,0
100,2026,tElHy,SD,fDSL,,1,NO,,,,,0
100,2027,tElHy,SD,fDSL,,1,NO,,,,,0
100,2028,tElHy,SD,fDSL,,1,NO,,,,,0
100,2029,tElHy,SD,fDSL,,1,NO,,,,,0
100,2030,tElHy,SD,fDSL,,1,NO,,,,,0
100,2031,tElHy,SD,fDSL,,1,NO,,,,,0
100,2032,tElHy,SD,fDSL,,1,NO,,,,,0
100,2033,tElHy,SD,fDSL,,1,NO,,,,,0
100,2034,tElHy,SD,fDSL,,1,NO,,,,,0
100,2014,tElHy,SD,fELC,,1,NO,,,,,0
100,2015,tElHy,SD,fELC,,1,NO,,,,,0
100,2016,tElHy,SD,fELC,,1,NO,,,,,0
100,2017,tElHy,SD,fELC,,1,NO,,,,,0
100,2018,tElHy,SD,fELC,,1,NO,,,,,0
100,2019,tElHy,SD,fELC,,1,NO,,,,,0
100,2020,tElHy,SD,fELC,,1,NO,,,,,0
100,2021,tElHy,SD,fELC,,1,NO,,,,,0
100,2022,tElHy,SD,fELC,,1,NO,,,,,0
100,2023,tElHy,SD,fELC,,1,NO,,,,,0
100,2024,tElHy,SD,fELC,,1,NO,,,,,0
100,2025,tElHy,SD,fELC,,1,NO,,,,,0
100,2026,tElHy,SD,fELC,,1,NO,,,,,0
100,2027,tElHy,SD,fELC,,1,NO,,,,,0
100,2028,tElHy,SD,fELC,,1,NO,,,,,0
100,2029,tElHy,SD,fELC,,1,NO,,,,,0
100,2030,tElHy,SD,fELC,,1,NO,,,,,0
100,2031,tElHy,SD,fELC,,1,NO,,,,,0
100,2032,tElHy,SD,fELC,,1,NO,,,,,0
100,2033,tElHy,SD,fELC,,1,NO,,,,,0
100,2034,tElHy,SD,fELC,,1,NO,,,,,0
100,2014,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2015,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2016,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2017,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2018,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2019,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2020,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2021,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2022,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2023,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2024,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2025,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2026,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2027,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2028,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2029,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2030,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2031,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2032,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2033,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2034,tElHy,SD,fCOAL,,1,NO,,,,,0
100,2014,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2015,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2016,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2017,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2018,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2019,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2020,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2021,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2022,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2023,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2024,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2025,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2026,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2027,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2028,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2029,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2030,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2031,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2032,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2033,tElHy,SD,fHYD,,1,NO,,,,,11.6433
100,2034,tElHy,SD,fHYD,,1,NO,,,,,0
100,2014,tElHy,SD,fOIL,,1,NO,,,,,0
100,2015,tElHy,SD,fOIL,,1,NO,,,,,0
100,2016,tElHy,SD,fOIL,,1,NO,,,,,0
100,2017,tElHy,SD,fOIL,,1,NO,,,,,0
100,2018,tElHy,SD,fOIL,,1,NO,,,,,0
100,2019,tElHy,SD,fOIL,,1,NO,,,,,0
100,2020,tElHy,SD,fOIL,,1,NO,,,,,0
100,2021,tElHy,SD,fOIL,,1,NO,,,,,0
100,2022,tElHy,SD,fOIL,,1,NO,,,,,0
100,2023,tElHy,SD,fOIL,,1,NO,,,,,0
100,2024,tElHy,SD,fOIL,,1,NO,,,,,0
100,2025,tElHy,SD,fOIL,,1,NO,,,,,0
100,2026,tElHy,SD,fOIL,,1,NO,,,,,0
100,2027,tElHy,SD,fOIL,,1,NO,,,,,0
100,2028,tElHy,SD,fOIL,,1,NO,,,,,0
100,2029,tElHy,SD,fOIL,,1,NO,,,,,0
100,2030,tElHy,SD,fOIL,,1,NO,,,,,0
100,2031,tElHy,SD,fOIL,,1,NO,,,,,0
100,2032,tElHy,SD,fOIL,,1,NO,,,,,0
100,2033,tElHy,SD,fOIL,,1,NO,,,,,0
100,2034,tElHy,SD,fOIL,,1,NO,,,,,0
100,2014,tElHy,SD,fURN,,1,NO,,,,,0
100,2015,tElHy,SD,fURN,,1,NO,,,,,0
100,2016,tElHy,SD,fURN,,1,NO,,,,,0
100,2017,tElHy,SD,fURN,,1,NO,,,,,0
100,2018,tElHy,SD,fURN,,1,NO,,,,,0
100,2019,tElHy,SD,fURN,,1,NO,,,,,0
100,2020,tElHy,SD,fURN,,1,NO,,,,,0
100,2021,tElHy,SD,fURN,,1,NO,,,,,0
100,2022,tElHy,SD,fURN,,1,NO,,,,,0
100,2023,tElHy,SD,fURN,,1,NO,,,,,0
100,2024,tElHy,SD,fURN,,1,NO,,,,,0
100,2025,tElHy,SD,fURN,,1,NO,,,,,0
100,2026,tElHy,SD,fURN,,1,NO,,,,,0
100,2027,tElHy,SD,fURN,,1,NO,,,,,0
100,2028,tElHy,SD,fURN,,1,NO,,,,,0
100,2029,tElHy,SD,fURN,,1,NO,,,,,0
100,2030,tElHy,SD,fURN,,1,NO,,,,,0
100,2031,tElHy,SD,fURN,,1,NO,,,,,0
100,2032,tElHy,SD,fURN,,1,NO,,,,,0
100,2033,tElHy,SD,fURN,,1,NO,,,,,0
100,2034,tElHy,SD,fURN,,1,NO,,,,,0
100,2014,tElHy,SD,fDSL,,2,NO,,,,,0
100,2015,tElHy,SD,fDSL,,2,NO,,,,,0
100,2016,tElHy,SD,fDSL,,2,NO,,,,,0
100,2017,tElHy,SD,fDSL,,2,NO,,,,,0
100,2018,tElHy,SD,fDSL,,2,NO,,,,,0
100,2019,tElHy,SD,fDSL,,2,NO,,,,,0
100,2020,tElHy,SD,fDSL,,2,NO,,,,,0
100,2021,tElHy,SD,fDSL,,2,NO,,,,,0
100,2022,tElHy,SD,fDSL,,2,NO,,,,,0
100,2023,tElHy,SD,fDSL,,2,NO,,,,,0
100,2024,tElHy,SD,fDSL,,2,NO,,,,,0
100,2025,tElHy,SD,fDSL,,2,NO,,,,,0
100,2026,tElHy,SD,fDSL,,2,NO,,,,,0
100,2027,tElHy,SD,fDSL,,2,NO,,,,,0
100,2028,tElHy,SD,fDSL,,2,NO,,,,,0
100,2029,tElHy,SD,fDSL,,2,NO,,,,,0
100,2030,tElHy,SD,fDSL,,2,NO,,,,,0
100,2031,tElHy,SD,fDSL,,2,NO,,,,,0
100,2032,tElHy,SD,fDSL,,2,NO,,,,,0
100,2033,tElHy,SD,fDSL,,2,NO,,,,,0
100,2034,tElHy,SD,fDSL,,2,NO,,,,,0
100,2014,tElHy,SD,fELC,,2,NO,,,,,0
100,2015,tElHy,SD,fELC,,2,NO,,,,,0
100,2016,tElHy,SD,fELC,,2,NO,,,,,0
100,2017,tElHy,SD,fELC,,2,NO,,,,,0
100,2018,tElHy,SD,fELC,,2,NO,,,,,0
100,2019,tElHy,SD,fELC,,2,NO,,,,,0
100,2020,tElHy,SD,fELC,,2,NO,,,,,0
100,2021,tElHy,SD,fELC,,2,NO,,,,,0
100,2022,tElHy,SD,fELC,,2,NO,,,,,0
100,2023,tElHy,SD,fELC,,2,NO,,,,,0
100,2024,tElHy,SD,fELC,,2,NO,,,,,0
100,2025,tElHy,SD,fELC,,2,NO,,,,,0
100,2026,tElHy,SD,fELC,,2,NO,,,,,0
100,2027,tElHy,SD,fELC,,2,NO,,,,,0
100,2028,tElHy,SD,fELC,,2,NO,,,,,0
100,2029,tElHy,SD,fELC,,2,NO,,,,,0
100,2030,tElHy,SD,fELC,,2,NO,,,,,0
100,2031,tElHy,SD,fELC,,2,NO,,,,,0
100,2032,tElHy,SD,fELC,,2,NO,,,,,0
100,2033,tElHy,SD,fELC,,2,NO,,,,,0
100,2034,tElHy,SD,fELC,,2,NO,,,,,0
100,2014,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2015,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2016,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2017,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2018,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2019,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2020,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2021,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2022,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2023,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2024,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2025,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2026,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2027,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2028,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2029,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2030,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2031,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2032,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2033,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2034,tElHy,SD,fCOAL,,2,NO,,,,,0
100,2014,tElHy,SD,fHYD,,2,NO,,,,,0
100,2015,tElHy,SD,fHYD,,2,NO,,,,,0
100,2016,tElHy,SD,fHYD,,2,NO,,,,,0
100,2017,tElHy,SD,fHYD,,2,NO,,,,,0
100,2018,tElHy,SD,fHYD,,2,NO,,,,,0
100,2019,tElHy,SD,fHYD,,2,NO,,,,,0
100,2020,tElHy,SD,fHYD,,2,NO,,,,,0
100,2021,tElHy,SD,fHYD,,2,NO,,,,,0
100,2022,tElHy,SD,fHYD,,2,NO,,,,,0
100,2023,tElHy,SD,fHYD,,2,NO,,,,,0
100,2024,tElHy,SD,fHYD,,2,NO,,,,,0
100,2025,tElHy,SD,fHYD,,2,NO,,,,,0
100,2026,tElHy,SD,fHYD,,2,NO,,,,,0
100,2027,tElHy,SD,fHYD,,2,NO,,,,,0
100,2028,tElHy,SD,fHYD,,2,NO,,,,,0
100,2029,tElHy,SD,fHYD,,2,NO,,,,,0
100,2030,tElHy,SD,fHYD,,2,NO,,,,,0
100,2031,tElHy,SD,fHYD,,2,NO,,,,,0
100,2032,tElHy,SD,fHYD,,2,NO,,,,,0
100,2033,tElHy,SD,fHYD,,2,NO,,,,,0
100,2034,tElHy,SD,fHYD,,2,NO,,,,,0
100,2014,tElHy,SD,fOIL,,2,NO,,,,,0
100,2015,tElHy,SD,fOIL,,2,NO,,,,,0
100,2016,tElHy,SD,fOIL,,2,NO,,,,,0
100,2017,tElHy,SD,fOIL,,2,NO,,,,,0
100,2018,tElHy,SD,fOIL,,2,NO,,,,,0
100,2019,tElHy,SD,fOIL,,2,NO,,,,,0
100,2020,tElHy,SD,fOIL,,2,NO,,,,,0
100,2021,tElHy,SD,fOIL,,2,NO,,,,,0
100,2022,tElHy,SD,fOIL,,2,NO,,,,,0
100,2023,tElHy,SD,fOIL,,2,NO,,,,,0
100,2024,tElHy,SD,fOIL,,2,NO,,,,,0
100,2025,tElHy,SD,fOIL,,2,NO,,,,,0
100,2026,tElHy,SD,fOIL,,2,NO,,,,,0
100,2027,tElHy,SD,fOIL,,2,NO,,,,,0
100,2028,tElHy,SD,fOIL,,2,NO,,,,,0
100,2029,tElHy,SD,fOIL,,2,NO,,,,,0
100,2030,tElHy,SD,fOIL,,2,NO,,,,,0
100,2031,tElHy,SD,fOIL,,2,NO,,,,,0
100,2032,tElHy,SD,fOIL,,2,NO,,,,,0
100,2033,tElHy,SD,fOIL,,2,NO,,,,,0
100,2034,tElHy,SD,fOIL,,2,NO,,,,,0
100,2014,tElHy,SD,fURN,,2,NO,,,,,0
100,2015,tElHy,SD,fURN,,2,NO,,,,,0
100,2016,tElHy,SD,fURN,,2,NO,,,,,0
100,2017,tElHy,SD,fURN,,2,NO,,,,,0
100,2018,tElHy,SD,fURN,,2,NO,,,,,0
100,2019,tElHy,SD,fURN,,2,NO,,,,,0
100,2020,tElHy,SD,fURN,,2,NO,,,,,0
100,2021,tElHy,SD,fURN,,2,NO,,,,,0
100,2022,tElHy,SD,fURN,,2,NO,,,,,0
100,2023,tElHy,SD,fURN,,2,NO,,,,,0
100,2024,tElHy,SD,fURN,,2,NO,,,,,0
100,2025,tElHy,SD,fURN,,2,NO,,,,,0
100,2026,tElHy,SD,fURN,,2,NO,,,,,0
100,2027,tElHy,SD,fURN,,2,NO,,,,,0
100,2028,tElHy,SD,fURN,,2,NO,,,,,0
100,2029,tElHy,SD,fURN,,2,NO,,,,,0
100,2030,tElHy,SD,fURN,,2,NO,,,,,0
100,2031,tElHy,SD,fURN,,2,NO,,,,,0
100,2032,tElHy,SD,fURN,,2,NO,,,,,0
100,2033,tElHy,SD,fURN,,2,NO,,,,,0
100,2034,tElHy,SD,fURN,,2,NO,,,,,0
100,2014,tElPu,SD,fDSL,,1,NO,,,,,0
100,2015,tElPu,SD,fDSL,,1,NO,,,,,0
100,2016,tElPu,SD,fDSL,,1,NO,,,,,0
100,2017,tElPu,SD,fDSL,,1,NO,,,,,0
100,2018,tElPu,SD,fDSL,,1,NO,,,,,0
100,2019,tElPu,SD,fDSL,,1,NO,,,,,0
100,2020,tElPu,SD,fDSL,,1,NO,,,,,0
100,2021,tElPu,SD,fDSL,,1,NO,,,,,0
100,2022,tElPu,SD,fDSL,,1,NO,,,,,0
100,2023,tElPu,SD,fDSL,,1,NO,,,,,0
100,2024,tElPu,SD,fDSL,,1,NO,,,,,0
100,2025,tElPu,SD,fDSL,,1,NO,,,,,0
100,2026,tElPu,SD,fDSL,,1,NO,,,,,0
100,2027,tElPu,SD,fDSL,,1,NO,,,,,0
100,2028,tElPu,SD,fDSL,,1,NO,,,,,0
100,2029,tElPu,SD,fDSL,,1,NO,,,,,0
100,2030,tElPu,SD,fDSL,,1,NO,,,,,0
100,2031,tElPu,SD,fDSL,,1,NO,,,,,0
100,2032,tElPu,SD,fDSL,,1,NO,,,,,0
100,2033,tElPu,SD,fDSL,,1,NO,,,,,0
100,2034,tElPu,SD,fDSL,,1,NO,,,,,0
100,2014,tElPu,SD,fELC,,1,NO,,,,,0
100,2015,tElPu,SD,fELC,,1,NO,,,,,0
100,2016,tElPu,SD,fELC,,1,NO,,,,,0
100,2017,tElPu,SD,fELC,,1,NO,,,,,0
100,2018,tElPu,SD,fELC,,1,NO,,,,,0
100,2019,tElPu,SD,fELC,,1,NO,,,,,0
100,2020,tElPu,SD,fELC,,1,NO,,,,,0
100,2021,tElPu,SD,fELC,,1,NO,,,,,0
100,2022,tElPu,SD,fELC,,1,NO,,,,,0
100,2023,tElPu,SD,fELC,,1,NO,,,,,0
100,2024,tElPu,SD,fELC,,1,NO,,,,,0
100,2025,tElPu,SD,fELC,,1,NO,,,,,0
100,2026,tElPu,SD,fELC,,1,NO,,,,,0
100,2027,tElPu,SD,fELC,,1,NO,,,,,0
100,2028,tElPu,SD,fELC,,1,NO,,,,,0
100,2029,tElPu,SD,fELC,,1,NO,,,,,0
100,2030,tElPu,SD,fELC,,1,NO,,,,,0
