ID,y,t,l,f,e,m,r,ls,ld,lh,s
22,2021,,SD,fDSL,,,NO,,,,,0
22,2022,,SD,fDSL,,,NO,,,,,0
22,2023,,SD,fDSL,,,NO,,,,,0
22,2024,,SD,fDSL,,,NO,,,,,0
22,2025,,SD,fDSL,,,NO,,,,,0
22,2026,,SD,fDSL,,,NO,,,,,0
22,2027,,SD,fDSL,,,NO,,,,,0
22,2028,,SD,fDSL,,,NO,,,,,0
22,2029,,SD,fDSL,,,NO,,,,,0
22,2030,,SD,fDSL,,,NO,,,,,0
22,2031,,SD,fDSL,,,NO,,,,,0
22,2032,,SD,fDSL,,,NO,,,,,0
22,2033,,SD,fDSL,,,NO,,,,,0
22,2034,,SD,fDSL,,,NO,,,,,0
22,2014,,SN,fDSL,,,NO,,,,,0
22,2015,,SN,fDSL,,,NO,,,,,0
22,2016,,SN,fDSL,,,NO,,,,,0
22,2017,,SN,fDSL,,,NO,,,,,0
22,2018,,SN,fDSL,,,NO,,,,,0
22,2019,,SN,fDSL,,,NO,,,,,0
22,2020,,SN,fDSL,,,NO,,,,,0
22,2021,,SN,fDSL,,,NO,,,,,0
22,2022,,SN,fDSL,,,NO,,,,,0
22,2023,,SN,fDSL,,,NO,,,,,0
22,2024,,SN,fDSL,,,NO,,,,,0
22,2025,,SN,fDSL,,,NO,,,,,0
22,2026,,SN,fDSL,,,NO,,,,,0
22,2027,,SN,fDSL,,,NO,,,,,0
22,2028,,SN,fDSL,,,NO,,,,,0
22,2029,,SN,fDSL,,,NO,,,,,0
22,2030,,SN,fDSL,,,NO,,,,,0
22,2031,,SN,fDSL,,,NO,,,,,0
22,2032,,SN,fDSL,,,NO,,,,,0
22,2033,,SN,fDSL,,,NO,,,,,0
22,2034,,SN,fDSL,,,NO,,,,,0
22,2014,,WD,fDSL,,,NO,,,,,0
22,2015,,WD,fDSL,,,NO,,,,,0
22,2016,,WD,fDSL,,,NO,,,,,0
22,2017,,WD,fDSL,,,NO,,,,,0
22,2018,,WD,fDSL,,,NO,,,,,0
22,2019,,WD,fDSL,,,NO,,,,,0
22,2020,,WD,fDSL,,,NO,,,,,0
22,2021,,WD,fDSL,,,NO,,,,,0
22,2022,,WD,fDSL,,,NO,,,,,0
22,2023,,WD,fDSL,,,NO,,,,,0
22,2024,,WD,fDSL,,,NO,,,,,0
22,2025,,WD,fDSL,,,NO,,,,,0
22,2026,,WD,fDSL,,,NO,,,,,0
22,2027,,WD,fDSL,,,NO,,,,,0
22,2028,,WD,fDSL,,,NO,,,,,0
22,2029,,WD,fDSL,,,NO,,,,,0
22,2030,,WD,fDSL,,,NO,,,,,0
22,2031,,WD,fDSL,,,NO,,,,,0
22,2032,,WD,fDSL,,,NO,,,,,0
22,2033,,WD,fDSL,,,NO,,,,,0
22,2034,,WD,fDSL,,,NO,,,,,0
22,2014,,WN,fDSL,,,NO,,,,,0
22,2015,,WN,fDSL,,,NO,,,,,0
22,2016,,WN,fDSL,,,NO,,,,,0
22,2017,,WN,fDSL,,,NO,,,,,0
22,2018,,WN,fDSL,,,NO,,,,,0
22,2019,,WN,fDSL,,,NO,,,,,0
22,2020,,WN,fDSL,,,NO,,,,,0
22,2021,,WN,fDSL,,,NO,,,,,0
22,2022,,WN,fDSL,,,NO,,,,,0
22,2023,,WN,fDSL,,,NO,,,,,0
22,2024,,WN,fDSL,,,NO,,,,,0
22,2025,,WN,fDSL,,,NO,,,,,0
22,2026,,WN,fDSL,,,NO,,,,,0
22,2027,,WN,fDSL,,,NO,,,,,0
22,2028,,WN,fDSL,,,NO,,,,,0
22,2029,,WN,fDSL,,,NO,,,,,0
22,2030,,WN,fDSL,,,NO,,,,,0
22,2031,,WN,fDSL,,,NO,,,,,0
22,2032,,WN,fDSL,,,NO,,,,,0
22,2033,,WN,fDSL,,,NO,,,,,0
22,2034,,WN,fDSL,,,NO,,,,,0
22,2014,,ID,fELC,,,NO,,,,,0.12
22,2015,,ID,fELC,,,NO,,,,,0.12
22,2016,,ID,fELC,,,NO,,,,,0.12
22,2017,,ID,fELC,,,NO,,,,,0.12
22,2018,,ID,fELC,,,NO,,,,,0.12
22,2019,,ID,fELC,,,NO,,,,,0.12
22,2020,,ID,fELC,,,NO,,,,,0.12
22,2021,,ID,fELC,,,NO,,,,,0.12
22,2022,,ID,fELC,,,NO,,,,,0.12
22,2023,,ID,fELC,,,NO,,,,,0.12
22,2024,,ID,fELC,,,NO,,,,,0.12
22,2025,,ID,fELC,,,NO,,,,,0.12
22,2026,,ID,fELC,,,NO,,,,,0.12
22,2027,,ID,fELC,,,NO,,,,,0.12
22,2028,,ID,fELC,,,NO,,,,,0.12
22,2029,,ID,fELC,,,NO,,,,,0.12
22,2030,,ID,fELC,,,NO,,,,,0.12
22,2031,,ID,fELC,,,NO,,,,,0.12
22,2032,,ID,fELC,,,NO,,,,,0.12
22,2033,,ID,fELC,,,NO,,,,,0.12
22,2034,,ID,fELC,,,NO,,,,,0.12
22,2014,,IN,fELC,,,NO,,,,,0.06
22,2015,,IN,fELC,,,NO,,,,,0.06
22,2016,,IN,fELC,,,NO,,,,,0.06
22,2017,,IN,fELC,,,NO,,,,,0.06
22,2018,,IN,fELC,,,NO,,,,,0.06
22,2019,,IN,fELC,,,NO,,,,,0.06
22,2020,,IN,fELC,,,NO,,,,,0.06
22,2021,,IN,fELC,,,NO,,,,,0.06
22,2022,,IN,fELC,,,NO,,,,,0.06
22,2023,,IN,fELC,,,NO,,,,,0.06
22,2024,,IN,fELC,,,NO,,,,,0.06
22,2025,,IN,fELC,,,NO,,,,,0.06
22,2026,,IN,fELC,,,NO,,,,,0.06
22,2027,,IN,fELC,,,NO,,,,,0.06
22,2028,,IN,fELC,,,NO,,,,,0.06
22,2029,,IN,fELC,,,NO,,,,,0.06
22,2030,,IN,fELC,,,NO,,,,,0.06
22,2031,,IN,fELC,,,NO,,,,,0.06
22,2032,,IN,fELC,,,NO,,,,,0.06
22,2033,,IN,fELC,,,NO,,,,,0.06
22,2034,,IN,fELC,,,NO,,,,,0.06
22,2014,,SD,fELC,,,NO,,,,,0
22,2015,,SD,fELC,,,NO,,,,,0
22,2016,,SD,fELC,,,NO,,,,,0
22,2017,,SD,fELC,,,NO,,,,,0
22,2018,,SD,fELC,,,NO,,,,,0
22,2019,,SD,fELC,,,NO,,,,,0
22,2020,,SD,fELC,,,NO,,,,,0
22,2021,,SD,fELC,,,NO,,,,,0
22,2022,,SD,fELC,,,NO,,,,,0
22,2023,,SD,fELC,,,NO,,,,,0
22,2024,,SD,fELC,,,NO,,,,,0
22,2025,,SD,fELC,,,NO,,,,,0
22,2026,,SD,fELC,,,NO,,,,,0
22,2027,,SD,fELC,,,NO,,,,,0
22,2028,,SD,fELC,,,NO,,,,,0
22,2029,,SD,fELC,,,NO,,,,,0
22,2030,,SD,fELC,,,NO,,,,,0
22,2031,,SD,fELC,,,NO,,,,,0
22,2032,,SD,fELC,,,NO,,,,,0
22,2033,,SD,fELC,,,NO,,,,,0
22,2034,,SD,fELC,,,NO,,,,,0
22,2014,,SN,fELC,,,NO,,,,,0
22,2015,,SN,fELC,,,NO,,,,,0
22,2016,,SN,fELC,,,NO,,,,,0
22,2017,,SN,fELC,,,NO,,,,,0
22,2018,,SN,fELC,,,NO,,,,,0
22,2019,,SN,fELC,,,NO,,,,,0
22,2020,,SN,fELC,,,NO,,,,,0
22,2021,,SN,fELC,,,NO,,,,,0
22,2022,,SN,fELC,,,NO,,,,,0
22,2023,,SN,fELC,,,NO,,,,,0
22,2024,,SN,fELC,,,NO,,,,,0
22,2025,,SN,fELC,,,NO,,,,,0
22,2026,,SN,fELC,,,NO,,,,,0
22,2027,,SN,fELC,,,NO,,,,,0
22,2028,,SN,fELC,,,NO,,,,,0
22,2029,,SN,fELC,,,NO,,,,,0
22,2030,,SN,fELC,,,NO,,,,,0
22,2031,,SN,fELC,,,NO,,,,,0
22,2032,,SN,fELC,,,NO,,,,,0
22,2033,,SN,fELC,,,NO,,,,,0
22,2034,,SN,fELC,,,NO,,,,,0
22,2014,,WD,fELC,,,NO,,,,,0.5467
22,2015,,WD,fELC,,,NO,,,,,0.5467
22,2016,,WD,fELC,,,NO,,,,,0.5467
22,2017,,WD,fELC,,,NO,,,,,0.5467
22,2018,,WD,fELC,,,NO,,,,,0.5467
22,2019,,WD,fELC,,,NO,,,,,0.5467
22,2020,,WD,fELC,,,NO,,,,,0.5467
22,2021,,WD,fELC,,,NO,,,,,0.5467
22,2022,,WD,fELC,,,NO,,,,,0.5467
22,2023,,WD,fELC,,,NO,,,,,0.5467
22,2024,,WD,fELC,,,NO,,,,,0.5467
22,2025,,WD,fELC,,,NO,,,,,0.5467
22,2026,,WD,fELC,,,NO,,,,,0.5467
22,2027,,WD,fELC,,,NO,,,,,0.5467
22,2028,,WD,fELC,,,NO,,,,,0.5467
22,2029,,WD,fELC,,,NO,,,,,0.5467
22,2030,,WD,fELC,,,NO,,,,,0.5467
22,2031,,WD,fELC,,,NO,,,,,0.5467
22,2032,,WD,fELC,,,NO,,,,,0.5467
22,2033,,WD,fELC,,,NO,,,,,0.5467
22,2034,,WD,fELC,,,NO,,,,,0.5467
22,2014,,WN,fELC,,,NO,,,,,0.2733
22,2015,,WN,fELC,,,NO,,,,,0.2733
22,2016,,WN,fELC,,,NO,,,,,0.2733
22,2017,,WN,fELC,,,NO,,,,,0.2733
22,2018,,WN,fELC,,,NO,,,,,0.2733
22,2019,,WN,fELC,,,NO,,,,,0.2733
22,2020,,WN,fELC,,,NO,,,,,0.2733
22,2021,,WN,fELC,,,NO,,,,,0.2733
22,2022,,WN,fELC,,,NO,,,,,0.2733
22,2023,,WN,fELC,,,NO,,,,,0.2733
22,2024,,WN,fELC,,,NO,,,,,0.2733
22,2025,,WN,fELC,,,NO,,,,,0.2733
22,2026,,WN,fELC,,,NO,,,,,0.2733
22,2027,,WN,fELC,,,NO,,,,,0.2733
22,2028,,WN,fELC,,,NO,,,,,0.2733
22,2029,,WN,fELC,,,NO,,,,,0.2733
22,2030,,WN,fELC,,,NO,,,,,0.2733
22,2031,,WN,fELC,,,NO,,,,,0.2733
22,2032,,WN,fELC,,,NO,,,,,0.2733
22,2033,,WN,fELC,,,NO,,,,,0.2733
22,2034,,WN,fELC,,,NO,,,,,0.2733
22,2014,,ID,fCOAL,,,NO,,,,,0
22,2015,,ID,fCOAL,,,NO,,,,,0
22,2016,,ID,fCOAL,,,NO,,,,,0
22,2017,,ID,fCOAL,,,NO,,,,,0
22,2018,,ID,fCOAL,,,NO,,,,,0
22,2019,,ID,fCOAL,,,NO,,,,,0
22,2020,,ID,fCOAL,,,NO,,,,,0
22,2021,,ID,fCOAL,,,NO,,,,,0
22,2022,,ID,fCOAL,,,NO,,,,,0
22,2023,,ID,fCOAL,,,NO,,,,,0
22,2024,,ID,fCOAL,,,NO,,,,,0
22,2025,,ID,fCOAL,,,NO,,,,,0
22,2026,,ID,fCOAL,,,NO,,,,,0
22,2027,,ID,fCOAL,,,NO,,,,,0
22,2028,,ID,fCOAL,,,NO,,,,,0
22,2029,,ID,fCOAL,,,NO,,,,,0
22,2030,,ID,fCOAL,,,NO,,,,,0
22,2031,,ID,fCOAL,,,NO,,,,,0
22,2032,,ID,fCOAL,,,NO,,,,,0
22,2033,,ID,fCOAL,,,NO,,,,,0
22,2034,,ID,fCOAL,,,NO,,,,,0
22,2014,,IN,fCOAL,,,NO,,,,,0
22,2015,,IN,fCOAL,,,NO,,,,,0
22,2016,,IN,fCOAL,,,NO,,,,,0
22,2017,,IN,fCOAL,,,NO,,,,,0
22,2018,,IN,fCOAL,,,NO,,,,,0
22,2019,,IN,fCOAL,,,NO,,,,,0
22,2020,,IN,fCOAL,,,NO,,,,,0
22,2021,,IN,fCOAL,,,NO,,,,,0
22,2022,,IN,fCOAL,,,NO,,,,,0
22,2023,,IN,fCOAL,,,NO,,,,,0
22,2024,,IN,fCOAL,,,NO,,,,,0
22,2025,,IN,fCOAL,,,NO,,,,,0
22,2026,,IN,fCOAL,,,NO,,,,,0
22,2027,,IN,fCOAL,,,NO,,,,,0
22,2028,,IN,fCOAL,,,NO,,,,,0
22,2029,,IN,fCOAL,,,NO,,,,,0
22,2030,,IN,fCOAL,,,NO,,,,,0
22,2031,,IN,fCOAL,,,NO,,,,,0
22,2032,,IN,fCOAL,,,NO,,,,,0
22,2033,,IN,fCOAL,,,NO,,,,,0
22,2034,,IN,fCOAL,,,NO,,,,,0
22,2014,,SD,fCOAL,,,NO,,,,,0
22,2015,,SD,fCOAL,,,NO,,,,,0
22,2016,,SD,fCOAL,,,NO,,,,,0
22,2017,,SD,fCOAL,,,NO,,,,,0
22,2018,,SD,fCOAL,,,NO,,,,,0
22,2019,,SD,fCOAL,,,NO,,,,,0
22,2020,,SD,fCOAL,,,NO,,,,,0
22,2021,,SD,fCOAL,,,NO,,,,,0
22,2022,,SD,fCOAL,,,NO,,,,,0
22,2023,,SD,fCOAL,,,NO,,,,,0
22,2024,,SD,fCOAL,,,NO,,,,,0
22,2025,,SD,fCOAL,,,NO,,,,,0
22,2026,,SD,fCOAL,,,NO,,,,,0
22,2027,,SD,fCOAL,,,NO,,,,,0
22,2028,,SD,fCOAL,,,NO,,,,,0
22,2029,,SD,fCOAL,,,NO,,,,,0
22,2030,,SD,fCOAL,,,NO,,,,,0
22,2031,,SD,fCOAL,,,NO,,,,,0
22,2032,,SD,fCOAL,,,NO,,,,,0
22,2033,,SD,fCOAL,,,NO,,,,,0
22,2034,,SD,fCOAL,,,NO,,,,,0
22,2014,,SN,fCOAL,,,NO,,,,,0
22,2015,,SN,fCOAL,,,NO,,,,,0
22,2016,,SN,fCOAL,,,NO,,,,,0
22,2017,,SN,fCOAL,,,NO,,,,,0
22,2018,,SN,fCOAL,,,NO,,,,,0
22,2019,,SN,fCOAL,,,NO,,,,,0
22,2020,,SN,fCOAL,,,NO,,,,,0
22,2021,,SN,fCOAL,,,NO,,,,,0
22,2022,,SN,fCOAL,,,NO,,,,,0
22,2023,,SN,fCOAL,,,NO,,,,,0
22,2024,,SN,fCOAL,,,NO,,,,,0
22,2025,,SN,fCOAL,,,NO,,,,,0
22,2026,,SN,fCOAL,,,NO,,,,,0
22,2027,,SN,fCOAL,,,NO,,,,,0
22,2028,,SN,fCOAL,,,NO,,,,,0
22,2029,,SN,fCOAL,,,NO,,,,,0
22,2030,,SN,fCOAL,,,NO,,,,,0
22,2031,,SN,fCOAL,,,NO,,,,,0
22,2032,,SN,fCOAL,,,NO,,,,,0
22,2033,,SN,fCOAL,,,NO,,,,,0
22,2034,,SN,fCOAL,,,NO,,,,,0
22,2014,,WD,fCOAL,,,NO,,,,,0
22,2015,,WD,fCOAL,,,NO,,,,,0
22,2016,,WD,fCOAL,,,NO,,,,,0
22,2017,,WD,fCOAL,,,NO,,,,,0
22,2018,,WD,fCOAL,,,NO,,,,,0
22,2019,,WD,fCOAL,,,NO,,,,,0
22,2020,,WD,fCOAL,,,NO,,,,,0
22,2021,,WD,fCOAL,,,NO,,,,,0
22,2022,,WD,fCOAL,,,NO,,,,,0
22,2023,,WD,fCOAL,,,NO,,,,,0
22,2024,,WD,fCOAL,,,NO,,,,,0
22,2025,,WD,fCOAL,,,NO,,,,,0
22,2026,,WD,fCOAL,,,NO,,,,,0
22,2027,,WD,fCOAL,,,NO,,,,,0
22,2028,,WD,fCOAL,,,NO,,,,,0
22,2029,,WD,fCOAL,,,NO,,,,,0
22,2030,,WD,fCOAL,,,NO,,,,,0
22,2031,,WD,fCOAL,,,NO,,,,,0
22,2032,,WD,fCOAL,,,NO,,,,,0
22,2033,,WD,fCOAL,,,NO,,,,,0
22,2034,,WD,fCOAL,,,NO,,,,,0
22,2014,,WN,fCOAL,,,NO,,,,,0
22,2015,,WN,fCOAL,,,NO,,,,,0
22,2016,,WN,fCOAL,,,NO,,,,,0
22,2017,,WN,fCOAL,,,NO,,,,,0
22,2018,,WN,fCOAL,,,NO,,,,,0
22,2019,,WN,fCOAL,,,NO,,,,,0
22,2020,,WN,fCOAL,,,NO,,,,,0
22,2021,,WN,fCOAL,,,NO,,,,,0
22,2022,,WN,fCOAL,,,NO,,,,,0
22,2023,,WN,fCOAL,,,NO,,,,,0
22,2024,,WN,fCOAL,,,NO,,,,,0
22,2025,,WN,fCOAL,,,NO,,,,,0
22,2026,,WN,fCOAL,,,NO,,,,,0
22,2027,,WN,fCOAL,,,NO,,,,,0
22,2028,,WN,fCOAL,,,NO,,,,,0
22,2029,,WN,fCOAL,,,NO,,,,,0
22,2030,,WN,fCOAL,,,NO,,,,,0
22,2031,,WN,fCOAL,,,NO,,,,,0
22,2032,,WN,fCOAL,,,NO,,,,,0
22,2033,,WN,fCOAL,,,NO,,,,,0
22,2034,,WN,fCOAL,,,NO,,,,,0
22,2014,,ID,fHYD,,,NO,,,,,0
22,2015,,ID,fHYD,,,NO,,,,,0
22,2016,,ID,fHYD,,,NO,,,,,0
22,2017,,ID,fHYD,,,NO,,,,,0
22,2018,,ID,fHYD,,,NO,,,,,0
22,2019,,ID,fHYD,,,NO,,,,,0
22,2020,,ID,fHYD,,,NO,,,,,0
22,2021,,ID,fHYD,,,NO,,,,,0
22,2022,,ID,fHYD,,,NO,,,,,0
22,2023,,ID,fHYD,,,NO,,,,,0
22,2024,,ID,fHYD,,,NO,,,,,0
22,2025,,ID,fHYD,,,NO,,,,,0
22,2026,,ID,fHYD,,,NO,,,,,0
22,2027,,ID,fHYD,,,NO,,,,,0
22,2028,,ID,fHYD,,,NO,,,,,0
22,2029,,ID,fHYD,,,NO,,,,,0
22,2030,,ID,fHYD,,,NO,,,,,0
22,2031,,ID,fHYD,,,NO,,,,,0
22,2032,,ID,fHYD,,,NO,,,,,0
22,2033,,ID,fHYD,,,NO,,,,,0
22,2034,,ID,fHYD,,,NO,,,,,0
22,2014,,IN,fHYD,,,NO,,,,,0
22,2015,,IN,fHYD,,,NO,,,,,0
22,2016,,IN,fHYD,,,NO,,,,,0
22,2017,,IN,fHYD,,,NO,,,,,0
22,2018,,IN,fHYD,,,NO,,,,,0
22,2019,,IN,fHYD,,,NO,,,,,0
22,2020,,IN,fHYD,,,NO,,,,,0
22,2021,,IN,fHYD,,,NO,,,,,0
22,2022,,IN,fHYD,,,NO,,,,,0
22,2023,,IN,fHYD,,,NO,,,,,0
22,2024,,IN,fHYD,,,NO,,,,,0
22,2025,,IN,fHYD,,,NO,,,,,0
22,2026,,IN,fHYD,,,NO,,,,,0
22,2027,,IN,fHYD,,,NO,,,,,0
22,2028,,IN,fHYD,,,NO,,,,,0
22,2029,,IN,fHYD,,,NO,,,,,0
22,2030,,IN,fHYD,,,NO,,,,,0
22,2031,,IN,fHYD,,,NO,,,,,0
22,2032,,IN,fHYD,,,NO,,,,,0
22,2033,,IN,fHYD,,,NO,,,,,0
22,2034,,IN,fHYD,,,NO,,,,,0
22,2014,,SD,fHYD,,,NO,,,,,0
22,2015,,SD,fHYD,,,NO,,,,,0
22,2016,,SD,fHYD,,,NO,,,,,0
22,2017,,SD,fHYD,,,NO,,,,,0
22,2018,,SD,fHYD,,,NO,,,,,0
22,2019,,SD,fHYD,,,NO,,,,,0
22,2020,,SD,fHYD,,,NO,,,,,0
22,2021,,SD,fHYD,,,NO,,,,,0
22,2022,,SD,fHYD,,,NO,,,,,0
22,2023,,SD,fHYD,,,NO,,,,,0
22,2024,,SD,fHYD,,,NO,,,,,0
22,2025,,SD,fHYD,,,NO,,,,,0
22,2026,,SD,fHYD,,,NO,,,,,0
22,2027,,SD,fHYD,,,NO,,,,,0
22,2028,,SD,fHYD,,,NO,,,,,0
22,2029,,SD,fHYD,,,NO,,,,,0
22,2030,,SD,fHYD,,,NO,,,,,0
22,2031,,SD,fHYD,,,NO,,,,,0
22,2032,,SD,fHYD,,,NO,,,,,0
22,2033,,SD,fHYD,,,NO,,,,,0
22,2034,,SD,fHYD,,,NO,,,,,0
22,2014,,SN,fHYD,,,NO,,,,,0
22,2015,,SN,fHYD,,,NO,,,,,0
22,2016,,SN,fHYD,,,NO,,,,,0
22,2017,,SN,fHYD,,,NO,,,,,0
22,2018,,SN,fHYD,,,NO,,,,,0
22,2019,,SN,fHYD,,,NO,,,,,0
22,2020,,SN,fHYD,,,NO,,,,,0
22,2021,,SN,fHYD,,,NO,,,,,0
22,2022,,SN,fHYD,,,NO,,,,,0
22,2023,,SN,fHYD,,,NO,,,,,0
22,2024,,SN,fHYD,,,NO,,,,,0
22,2025,,SN,fHYD,,,NO,,,,,0
22,2026,,SN,fHYD,,,NO,,,,,0
22,2027,,SN,fHYD,,,NO,,,,,0
22,2028,,SN,fHYD,,,NO,,,,,0
22,2029,,SN,fHYD,,,NO,,,,,0
22,2030,,SN,fHYD,,,NO,,,,,0
22,2031,,SN,fHYD,,,NO,,,,,0
22,2032,,SN,fHYD,,,NO,,,,,0
22,2033,,SN,fHYD,,,NO,,,,,0
22,2034,,SN,fHYD,,,NO,,,,,0
22,2014,,WD,fHYD,,,NO,,,,,0
22,2015,,WD,fHYD,,,NO,,,,,0
22,2016,,WD,fHYD,,,NO,,,,,0
22,2017,,WD,fHYD,,,NO,,,,,0
22,2018,,WD,fHYD,,,NO,,,,,0
22,2019,,WD,fHYD,,,NO,,,,,0
22,2020,,WD,fHYD,,,NO,,,,,0
22,2021,,WD,fHYD,,,NO,,,,,0
22,2022,,WD,fHYD,,,NO,,,,,0
22,2023,,WD,fHYD,,,NO,,,,,0
22,2024,,WD,fHYD,,,NO,,,,,0
22,2025,,WD,fHYD,,,NO,,,,,0
22,2026,,WD,fHYD,,,NO,,,,,0
22,2027,,WD,fHYD,,,NO,,,,,0
22,2028,,WD,fHYD,,,NO,,,,,0
22,2029,,WD,fHYD,,,NO,,,,,0
22,2030,,WD,fHYD,,,NO,,,,,0
22,2031,,WD,fHYD,,,NO,,,,,0
22,2032,,WD,fHYD,,,NO,,,,,0
22,2033,,WD,fHYD,,,NO,,,,,0
22,2034,,WD,fHYD,,,NO,,,,,0
22,2014,,WN,fHYD,,,NO,,,,,0
22,2015,,WN,fHYD,,,NO,,,,,0
22,2016,,WN,fHYD,,,NO,,,,,0
22,2017,,WN,fHYD,,,NO,,,,,0
22,2018,,WN,fHYD,,,NO,,,,,0
22,2019,,WN,fHYD,,,NO,,,,,0
22,2020,,WN,fHYD,,,NO,,,,,0
22,2021,,WN,fHYD,,,NO,,,,,0
22,2022,,WN,fHYD,,,NO,,,,,0
22,2023,,WN,fHYD,,,NO,,,,,0
22,2024,,WN,fHYD,,,NO,,,,,0
22,2025,,WN,fHYD,,,NO,,,,,0
22,2026,,WN,fHYD,,,NO,,,,,0
22,2027,,WN,fHYD,,,NO,,,,,0
22,2028,,WN,fHYD,,,NO,,,,,0
22,2029,,WN,fHYD,,,NO,,,,,0
22,2030,,WN,fHYD,,,NO,,,,,0
22,2031,,WN,fHYD,,,NO,,,,,0
22,2032,,WN,fHYD,,,NO,,,,,0
22,2033,,WN,fHYD,,,NO,,,,,0
22,2034,,WN,fHYD,,,NO,,,,,0
22,2014,,ID,fOIL,,,NO,,,,,0
22,2015,,ID,fOIL,,,NO,,,,,0
22,2016,,ID,fOIL,,,NO,,,,,0
22,2017,,ID,fOIL,,,NO,,,,,0
22,2018,,ID,fOIL,,,NO,,,,,0
22,2019,,ID,fOIL,,,NO,,,,,0
22,2020,,ID,fOIL,,,NO,,,,,0
22,2021,,ID,fOIL,,,NO,,,,,0
22,2022,,ID,fOIL,,,NO,,,,,0
22,2023,,ID,fOIL,,,NO,,,,,0
22,2024,,ID,fOIL,,,NO,,,,,0
22,2025,,ID,fOIL,,,NO,,,,,0
22,2026,,ID,fOIL,,,NO,,,,,0
22,2027,,ID,fOIL,,,NO,,,,,0
22,2028,,ID,fOIL,,,NO,,,,,0
22,2029,,ID,fOIL,,,NO,,,,,0
22,2030,,ID,fOIL,,,NO,,,,,0
22,2031,,ID,fOIL,,,NO,,,,,0
22,2032,,ID,fOIL,,,NO,,,,,0
22,2033,,ID,fOIL,,,NO,,,,,0
22,2034,,ID,fOIL,,,NO,,,,,0
22,2014,,IN,fOIL,,,NO,,,,,0
22,2015,,IN,fOIL,,,NO,,,,,0
22,2016,,IN,fOIL,,,NO,,,,,0
22,2017,,IN,fOIL,,,NO,,,,,0
22,2018,,IN,fOIL,,,NO,,,,,0
22,2019,,IN,fOIL,,,NO,,,,,0
22,2020,,IN,fOIL,,,NO,,,,,0
22,2021,,IN,fOIL,,,NO,,,,,0
22,2022,,IN,fOIL,,,NO,,,,,0
22,2023,,IN,fOIL,,,NO,,,,,0
22,2024,,IN,fOIL,,,NO,,,,,0
22,2025,,IN,fOIL,,,NO,,,,,0
22,2026,,IN,fOIL,,,NO,,,,,0
22,2027,,IN,fOIL,,,NO,,,,,0
22,2028,,IN,fOIL,,,NO,,,,,0
22,2029,,IN,fOIL,,,NO,,,,,0
22,2030,,IN,fOIL,,,NO,,,,,0
22,2031,,IN,fOIL,,,NO,,,,,0
22,2032,,IN,fOIL,,,NO,,,,,0
22,2033,,IN,fOIL,,,NO,,,,,0
22,2034,,IN,fOIL,,,NO,,,,,0
22,2014,,SD,fOIL,,,NO,,,,,0
22,2015,,SD,fOIL,,,NO,,,,,0
22,2016,,SD,fOIL,,,NO,,,,,0
22,2017,,SD,fOIL,,,NO,,,,,0
22,2018,,SD,fOIL,,,NO,,,,,0
22,2019,,SD,fOIL,,,NO,,,,,0
22,2020,,SD,fOIL,,,NO,,,,,0
22,2021,,SD,fOIL,,,NO,,,,,0
22,2022,,SD,fOIL,,,NO,,,,,0
22,2023,,SD,fOIL,,,NO,,,,,0
22,2024,,SD,fOIL,,,NO,,,,,0
22,2025,,SD,fOIL,,,NO,,,,,0
22,2026,,SD,fOIL,,,NO,,,,,0
22,2027,,SD,fOIL,,,NO,,,,,0
22,2028,,SD,fOIL,,,NO,,,,,0
22,2029,,SD,fOIL,,,NO,,,,,0
22,2030,,SD,fOIL,,,NO,,,,,0
22,2031,,SD,fOIL,,,NO,,,,,0
22,2032,,SD,fOIL,,,NO,,,,,0
22,2033,,SD,fOIL,,,NO,,,,,0
22,2034,,SD,fOIL,,,NO,,,,,0
22,2014,,SN,fOIL,,,NO,,,,,0
22,2015,,SN,fOIL,,,NO,,,,,0
22,2016,,SN,fOIL,,,NO,,,,,0
22,2017,,SN,fOIL,,,NO,,,,,0
22,2018,,SN,fOIL,,,NO,,,,,0
22,2019,,SN,fOIL,,,NO,,,,,0
22,2020,,SN,fOIL,,,NO,,,,,0
22,2021,,SN,fOIL,,,NO,,,,,0
22,2022,,SN,fOIL,,,NO,,,,,0
22,2023,,SN,fOIL,,,NO,,,,,0
22,2024,,SN,fOIL,,,NO,,,,,0
22,2025,,SN,fOIL,,,NO,,,,,0
22,2026,,SN,fOIL,,,NO,,,,,0
22,2027,,SN,fOIL,,,NO,,,,,0
22,2028,,SN,fOIL,,,NO,,,,,0
22,2029,,SN,fOIL,,,NO,,,,,0
22,2030,,SN,fOIL,,,NO,,,,,0
22,2031,,SN,fOIL,,,NO,,,,,0
22,2032,,SN,fOIL,,,NO,,,,,0
22,2033,,SN,fOIL,,,NO,,,,,0
22,2034,,SN,fOIL,,,NO,,,,,0
22,2014,,WD,fOIL,,,NO,,,,,0
22,2015,,WD,fOIL,,,NO,,,,,0
22,2016,,WD,fOIL,,,NO,,,,,0
22,2017,,WD,fOIL,,,NO,,,,,0
22,2018,,WD,fOIL,,,NO,,,,,0
22,2019,,WD,fOIL,,,NO,,,,,0
22,2020,,WD,fOIL,,,NO,,,,,0
22,2021,,WD,fOIL,,,NO,,,,,0
22,2022,,WD,fOIL,,,NO,,,,,0
22,2023,,WD,fOIL,,,NO,,,,,0
22,2024,,WD,fOIL,,,NO,,,,,0
