Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
18-03-2012,22 - 23,"28,53","28,47","28,47","28,47","28,47","32,17","28,47","28,47","28,47","28,47","28,47","28,47","28,47","28,47","32,31",,
18-03-2012,23 - 00,"27,05","27,02","27,02","27,02","27,02","28,53","27,02","27,02","27,02","27,02","27,02","27,02","27,02","27,02","28,53",,
19-03-2012,00 - 01,"25,42","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48","25,48",,
19-03-2012,01 - 02,"24,46","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","24,49","25,07",,
19-03-2012,02 - 03,"23,84","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","23,88","31,03",,
19-03-2012,03 - 04,"24,36","24,33","24,33","24,33","24,33","27,83","24,33","24,33","24,33","24,33","24,33","24,33","24,33","24,33","31,08",,
19-03-2012,04 - 05,"25,12","24,65","24,65","24,65","24,65","41,09","24,65","24,65","24,65","24,65","24,65","24,65","24,65","24,65","41,09",,
19-03-2012,05 - 06,"28,16","27,12","27,12","27,12","27,12","46,04","27,12","27,12","27,12","27,12","27,12","27,12","27,12","27,12","46,04",,
19-03-2012,06 - 07,"29,81","29,28","29,28","29,28","29,28","45,02","29,28","29,28","29,28","29,28","29,28","29,28","29,28","29,28","45,02",,
19-03-2012,07 - 08,"31,15","30,16","30,70","30,70","30,70","46,04","30,70","30,70","30,70","30,70","30,70","30,16","30,16","30,16","46,04",,
19-03-2012,08 - 09,"32,40","30,94","31,54","31,54","31,54","46,06","31,54","31,54","31,54","31,54","31,54","30,94","30,94","30,94","46,06",,
19-03-2012,09 - 10,"31,96","30,86","30,86","30,86","30,86","45,08","35,65","35,65","30,86","30,86","30,86","30,86","30,86","30,86","45,08",,
19-03-2012,10 - 11,"31,67","30,64","30,64","30,64","30,64","45,09","39,37","39,37","30,64","30,64","30,64","30,64","30,64","30,64","45,09",,
19-03-2012,11 - 12,"31,28","30,35","30,35","30,35","30,35","46,05","41,81","41,81","30,35","30,35","30,35","30,35","30,35","30,35","46,05",,
19-03-2012,12 - 13,"30,59","30,01","30,01","30,01","30,01","43,07","40,10","40,10","30,01","30,01","30,01","30,01","30,01","30,01","43,07",,
19-03-2012,13 - 14,"30,37","29,94","29,94","29,94","29,94","42,55","33,05","33,05","29,94","29,94","29,94","29,94","29,94","29,94","42,55",,
19-03-2012,14 - 15,"30,32","29,79","29,79","29,79","29,79","45,29","31,50","31,50","29,79","29,79","29,79","29,79","29,79","29,79","45,29",,
19-03-2012,15 - 16,"30,04","29,67","29,67","29,67","29,67","44,93","29,67","29,67","29,67","29,67","29,67","29,67","29,67","29,67","44,93",,
19-03-2012,16 - 17,"29,95","29,60","29,60","29,60","29,60","41,05","29,73","29,73","29,60","29,60","29,60","29,60","29,60","29,60","44,42",,
19-03-2012,17 - 18,"30,70","30,15","30,15","30,15","30,15","45,96","30,15","30,15","30,15","30,15","30,15","30,15","30,15","30,15","45,96",,
19-03-2012,18 - 19,"31,69","30,56","31,09","31,09","31,09","43,40","32,49","32,49","31,09","31,09","31,09","30,56","30,56","30,56","43,40",,
19-03-2012,19 - 20,"31,82","30,65","34,89","34,89","34,89","39,13","35,65","35,65","31,38","31,38","31,38","30,65","30,65","30,65","39,87",,
19-03-2012,20 - 21,"30,84","30,64","30,83","30,83","30,83","32,75","31,95","31,95","30,83","30,83","30,83","30,64","30,64","30,64","32,75",,
19-03-2012,21 - 22,"30,47","30,17","30,17","30,17","30,17","39,42","30,17","30,17","30,17","30,17","30,17","30,17","30,17","30,17","39,42",,
19-03-2012,22 - 23,"29,74","29,53","29,53","29,53","29,53","33,49","29,53","29,53","29,53","29,53","29,53","29,53","29,53","29,53","33,49",,
19-03-2012,23 - 00,"28,52","28,45","28,45","28,45","28,45","29,20","28,45","28,45","28,45","28,45","28,45","28,45","28,45","28,45","29,20",,
20-03-2012,00 - 01,"25,94","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03","26,03",,
20-03-2012,01 - 02,"25,11","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15","25,15",,
20-03-2012,02 - 03,"24,95","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99",,
20-03-2012,03 - 04,"24,92","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96",,
20-03-2012,04 - 05,"26,21","25,26","25,26","25,26","25,26","43,90","25,26","25,26","25,26","25,26","25,26","25,26","25,26","25,26","43,90",,
20-03-2012,05 - 06,"27,35","25,98","25,98","25,98","25,98","46,02","25,98","25,98","25,98","25,98","25,98","25,98","25,98","25,98","46,02",,
20-03-2012,06 - 07,"29,00","28,13","28,13","28,13","28,13","45,57","28,13","28,13","28,13","28,13","28,13","28,13","28,13","28,13","45,57",,
20-03-2012,07 - 08,"30,19","29,49","29,49","29,49","29,49","50,99","29,49","29,49","29,49","29,49","29,49","29,49","29,49","29,49","50,99",,
20-03-2012,08 - 09,"30,56","29,87","29,87","29,87","29,87","55,00","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","55,00",,
20-03-2012,09 - 10,"30,21","29,52","29,52","29,52","29,52","47,47","29,52","29,52","29,52","29,52","29,52","29,52","29,52","29,52","47,47",,
20-03-2012,10 - 11,"30,05","29,33","29,33","29,33","29,33","48,30","29,33","29,33","29,33","29,33","29,33","29,33","29,33","29,33","48,30",,
20-03-2012,11 - 12,"29,85","29,24","29,24","29,24","29,24","45,29","29,24","29,24","29,24","29,24","29,24","29,24","29,24","29,24","45,29",,
20-03-2012,12 - 13,"29,47","29,10","29,10","29,10","29,10","39,50","29,10","29,10","29,10","29,10","29,10","29,10","29,10","29,10","39,88",,
20-03-2012,13 - 14,"29,29","28,98","28,98","28,98","28,98","39,88","28,98","28,98","28,98","28,98","28,98","28,98","28,98","28,98","39,88",,
20-03-2012,14 - 15,"29,28","28,75","28,75","28,75","28,75","45,02","28,75","28,75","28,75","28,75","28,75","28,75","28,75","28,75","45,02",,
20-03-2012,15 - 16,"29,04","28,46","28,46","28,46","28,46","42,91","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","44,22",,
20-03-2012,16 - 17,"28,91","28,32","28,32","28,32","28,32","42,11","28,32","28,32","28,32","28,32","28,32","28,32","28,32","28,32","44,11",,
20-03-2012,17 - 18,"29,48","28,91","28,91","28,91","28,91","46,03","28,91","28,91","28,91","28,91","28,91","28,91","28,91","28,91","46,03",,
20-03-2012,18 - 19,"30,05","29,41","29,41","29,41","29,41","46,06","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","46,06",,
20-03-2012,19 - 20,"30,31","29,88","29,88","29,88","29,88","44,54","29,88","29,88","29,88","29,88","29,88","29,88","29,88","29,88","44,54",,
20-03-2012,20 - 21,"29,79","29,51","29,51","29,51","29,51","38,28","29,51","29,51","29,51","29,51","29,51","29,51","29,51","29,51","44,44",,
20-03-2012,21 - 22,"29,41","28,90","28,90","28,90","28,90","42,45","28,90","28,90","28,90","28,90","28,90","28,90","28,90","28,90","42,45",,
20-03-2012,22 - 23,"28,31","27,69","27,69","27,69","27,69","37,91","27,69","27,69","27,69","27,69","27,69","27,69","27,69","27,69","37,91",,
20-03-2012,23 - 00,"26,94","26,55","26,55","26,55","26,55","29,70","26,55","26,55","26,55","26,55","26,55","26,55","26,55","26,55","29,70",,
21-03-2012,00 - 01,"26,12","25,85","25,85","25,85","25,85","30,04","25,85","25,85","25,85","25,85","25,85","25,85","25,85","25,85","30,04",,
21-03-2012,01 - 02,"25,30","25,12","25,12","25,12","25,12","28,28","25,12","25,12","25,12","25,12","25,12","25,12","25,12","25,12","28,28",,
21-03-2012,02 - 03,"25,14","25,00","25,00","25,00","25,00","28,85","25,00","25,00","25,00","25,00","25,00","25,00","25,00","25,00","28,85",,
21-03-2012,03 - 04,"25,67","25,07","25,07","25,07","25,07","38,90","25,07","25,07","25,07","25,07","25,07","25,07","25,07","25,07","38,90",,
21-03-2012,04 - 05,"26,66","25,25","25,25","25,25","25,25","45,04","25,25","25,25","25,25","25,25","25,25","25,25","25,25","25,25","45,04",,
21-03-2012,05 - 06,"28,02","26,39","26,39","26,39","26,39","45,02","26,39","26,39","26,39","26,39","26,39","26,39","26,39","26,39","45,02",,
21-03-2012,06 - 07,"29,32","28,23","28,23","28,23","28,23","47,35","28,23","28,23","28,23","28,23","28,23","28,23","28,23","28,23","47,35",,
21-03-2012,07 - 08,"30,74","29,24","29,89","29,89","29,89","51,70","38,31","38,31","29,89","29,89","29,89","29,24","29,24","29,24","51,70",,
21-03-2012,08 - 09,"31,24","29,47","30,26","30,26","30,26","52,17","39,64","39,64","30,26","30,26","30,26","29,47","29,47","29,47","52,17",,
21-03-2012,09 - 10,"30,75","29,45","29,76","29,76","29,76","46,73","41,58","41,58","29,76","29,76","29,76","29,45","29,45","29,45","46,73",,
21-03-2012,10 - 11,"30,54","29,40","29,47","29,47","29,47","45,10","41,64","41,64","29,47","29,47","29,47","29,40","29,40","29,40","45,10",,
21-03-2012,11 - 12,"30,26","29,22","29,22","29,22","29,22","45,09","39,96","39,96","29,22","29,22","29,22","29,22","29,22","29,22","45,09",,
21-03-2012,12 - 13,"29,75","28,90","28,90","28,90","28,90","40,99","38,60","38,60","28,90","28,90","28,90","28,90","28,90","28,90","45,02",,
21-03-2012,13 - 14,"29,40","28,46","28,46","28,46","28,46","39,55","40,00","40,00","28,46","28,46","28,46","28,46","28,46","28,46","45,01",,
21-03-2012,14 - 15,"29,45","28,13","28,13","28,13","28,13","45,06","40,47","40,47","28,13","28,13","28,13","28,13","28,13","28,13","45,06",,
21-03-2012,15 - 16,"28,96","27,78","27,78","27,78","27,78","45,00","32,66","32,66","27,78","27,78","27,78","27,78","27,78","27,78","45,00",,
21-03-2012,16 - 17,"29,06","28,15","28,15","28,15","28,15","44,99","28,15","28,15","28,15","28,15","28,15","28,15","28,15","28,15","44,99",,
21-03-2012,17 - 18,"29,79","28,89","28,92","28,92","28,92","45,10","32,40","32,40","28,92","28,92","28,92","28,89","28,89","28,89","45,10",,
21-03-2012,18 - 19,"30,41","29,05","29,74","29,74","29,74","45,02","39,42","39,42","29,74","29,74","29,74","29,05","29,05","29,05","45,02",,
21-03-2012,19 - 20,"30,67","29,13","30,09","30,09","30,09","41,80","41,73","41,73","30,09","30,09","30,09","29,13","29,13","29,13","42,31",,
21-03-2012,20 - 21,"30,09","29,04","29,71","29,71","29,71","37,35","39,80","39,80","29,71","29,71","29,71","29,04","29,04","29,04","43,21",,
21-03-2012,21 - 22,"29,75","29,00","29,00","29,00","29,00","40,53","39,37","39,37","29,00","29,00","29,00","29,00","29,00","29,00","40,53",,
21-03-2012,22 - 23,"29,14","28,37","28,37","28,37","28,37","37,02","32,80","32,80","28,37","28,37","28,37","28,37","28,37","28,37","37,02",,
21-03-2012,23 - 00,"27,56","27,13","27,13","27,13","27,13","29,68","27,13","27,13","27,13","27,13","27,13","26,58","26,58","27,13","29,68",,
22-03-2012,00 - 01,"25,23","25,18","25,18","25,18","25,18","27,48","25,18","25,18","25,18","25,18","25,18","24,70","24,70","25,18","27,48",,
22-03-2012,01 - 02,"24,90","24,96","24,96","24,96","24,96","26,16","24,96","24,96","24,96","24,96","24,96","23,02","23,02","24,96","26,16",,
22-03-2012,02 - 03,"24,81","24,93","24,93","24,93","24,93","25,48","24,93","24,93","24,93","24,93","24,93","21,85","21,85","24,93","25,48",,
22-03-2012,03 - 04,"25,02","24,95","24,95","24,95","24,95","27,30","24,95","24,95","24,95","24,95","24,95","21,68","21,68","24,95","27,30",,
22-03-2012,04 - 05,"26,00","25,26","25,26","25,26","25,26","41,98","25,26","25,26","25,26","25,26","25,26","22,33","22,33","25,26","41,98",,
22-03-2012,05 - 06,"27,93","26,57","26,57","26,57","26,57","43,25","26,57","26,57","26,57","26,57","26,57","24,49","24,49","26,57","43,25",,
22-03-2012,06 - 07,"29,25","28,50","28,61","28,61","28,61","45,00","28,61","28,61","28,61","28,61","28,61","28,50","28,50","28,50","45,00",,
22-03-2012,07 - 08,"31,10","29,02","30,54","30,54","40,80","47,45","40,80","40,80","29,98","29,98","29,98","29,02","29,02","29,02","47,45",,
22-03-2012,08 - 09,"32,39","29,18","30,55","30,55","44,09","47,81","44,09","44,09","30,34","30,34","30,34","29,18","29,18","29,18","47,81",,
22-03-2012,09 - 10,"31,43","29,20","29,83","29,83","41,41","47,00","41,41","41,41","29,83","29,83","29,83","29,20","29,20","29,20","47,00",,
22-03-2012,10 - 11,"30,78","29,32","29,59","29,59","40,94","46,13","40,94","40,94","29,59","29,59","29,59","29,32","29,32","29,32","46,13",,
22-03-2012,11 - 12,"30,09","29,25","29,28","29,28","39,64","45,80","40,09","40,09","29,28","29,28","29,28","29,25","29,25","29,25","45,80",,
22-03-2012,12 - 13,"29,58","29,04","29,04","29,04","38,96","38,94","40,07","40,07","29,04","29,04","29,04","29,04","29,04","29,04","42,83",,
22-03-2012,13 - 14,"29,41","28,69","28,69","28,69","28,69","38,94","40,22","40,22","28,69","28,69","28,69","28,69","28,69","28,69","42,73",,
22-03-2012,14 - 15,"29,40","28,39","28,39","28,39","28,39","45,35","40,04","40,04","28,39","28,39","28,39","28,39","28,39","28,39","45,35",,
22-03-2012,15 - 16,"29,11","27,99","27,99","27,99","27,99","44,56","33,73","33,73","27,99","27,99","27,99","27,99","27,99","27,99","44,86",,
22-03-2012,16 - 17,"29,02","27,69","27,69","27,69","27,69","44,85","33,65","33,65","27,69","27,69","27,69","27,69","27,69","27,69","44,85",,
22-03-2012,17 - 18,"29,61","28,36","28,36","28,36","28,36","48,04","39,56","39,56","28,36","28,36","28,36","28,36","28,36","28,36","48,04",,
22-03-2012,18 - 19,"30,26","28,94","29,20","29,20","29,20","46,01","41,23","41,23","29,20","29,20","29,20","28,94","28,94","28,94","46,01",,
22-03-2012,19 - 20,"30,28","29,01","29,45","29,45","40,78","46,26","40,78","40,78","29,45","29,45","29,45","29,01","29,01","29,01","46,26",,
22-03-2012,20 - 21,"29,62","28,93","29,24","29,24","29,24","40,05","38,83","38,83","29,24","29,24","29,24","28,93","28,93","28,93","44,30",,
22-03-2012,21 - 22,"29,34","28,69","28,69","28,69","28,69","43,86","33,29","33,29","28,69","28,69","28,69","28,69","28,69","28,69","43,86",,
22-03-2012,22 - 23,"28,10","27,47","27,47","27,47","27,47","32,50","27,47","27,47","27,47","27,47","27,47","27,47","27,47","27,47","32,50",,
22-03-2012,23 - 00,"26,40","26,02","26,02","26,02","26,02","29,62","26,02","26,02","26,02","26,02","26,02","26,02","26,02","26,02","29,62",,
23-03-2012,00 - 01,"24,92","25,00","25,00","25,00","25,00","26,33","25,00","25,00","25,00","25,00","25,00","22,66","22,66","25,00","26,33",,
23-03-2012,01 - 02,"24,60","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","21,77","21,77","24,71","24,71",,
23-03-2012,02 - 03,"24,51","24,64","24,64","24,64","24,64","24,64","24,64","24,64","24,64","24,64","24,64","21,60","21,60","24,64","24,64",,
23-03-2012,03 - 04,"24,76","24,84","24,84","24,84","24,84","26,50","24,84","24,84","24,84","24,84","24,84","21,62","21,62","24,84","26,50",,
23-03-2012,04 - 05,"26,20","25,42","25,42","25,42","25,42","38,95","25,42","25,42","25,42","25,42","25,42","21,86","21,86","25,42","38,95",,
23-03-2012,05 - 06,"27,15","26,53","26,53","26,53","26,53","38,95","26,53","26,53","26,53","26,53","26,53","23,89","23,89","26,53","38,95",,
23-03-2012,06 - 07,"28,69","27,84","27,84","27,84","27,84","44,54","33,75","33,75","27,84","27,84","27,84","27,84","27,84","27,84","44,54",,
23-03-2012,07 - 08,"30,57","28,55","29,29","29,29","41,26","44,89","41,26","41,26","29,29","29,29","29,29","28,55","28,55","28,55","44,89",,
23-03-2012,08 - 09,"31,67","28,89","29,53","29,53","45,12","46,29","45,12","45,12","29,53","29,53","29,53","28,89","28,89","28,89","46,29",,
23-03-2012,09 - 10,"31,05","28,91","29,20","29,20","45,02","44,93","45,02","45,02","29,20","29,20","29,20","28,91","28,91","28,91","44,93",,
23-03-2012,10 - 11,"30,05","28,78","28,78","28,78","41,46","45,53","41,46","41,46","28,78","28,78","28,78","28,78","28,78","28,78","45,53",,
23-03-2012,11 - 12,"29,58","28,48","28,48","28,48","40,23","44,92","40,30","40,30","28,48","28,48","28,48","28,48","28,48","28,48","44,92",,
23-03-2012,12 - 13,"29,01","28,18","28,18","28,18","38,71","38,94","39,60","39,60","28,18","28,18","28,18","28,18","28,18","28,18","44,33",,
23-03-2012,13 - 14,"28,60","27,89","27,89","27,89","27,89","32,97","38,80","38,80","27,89","27,89","27,89","27,89","27,89","27,89","44,20",,
23-03-2012,14 - 15,"28,35","27,50","27,50","27,50","27,50","44,45","37,63","37,63","27,50","27,50","27,50","27,50","27,50","27,50","44,45",,
23-03-2012,15 - 16,"28,12","27,37","27,37","27,37","27,37","44,16","33,70","33,70","27,37","27,37","27,37","27,37","27,37","27,37","44,16",,
23-03-2012,16 - 17,"28,19","27,30","27,30","27,30","27,30","44,66","35,30","35,30","27,30","27,30","27,30","27,30","27,30","27,30","44,66",,
23-03-2012,17 - 18,"28,82","27,87","27,87","27,87","27,87","42,44","41,06","41,06","27,87","27,87","27,87","27,87","27,87","27,87","44,61",,
23-03-2012,18 - 19,"29,55","28,47","28,47","28,47","28,47","42,55","41,25","41,25","28,47","28,47","28,47","28,47","28,47","28,47","42,55",,
23-03-2012,19 - 20,"29,30","28,59","28,59","28,59","28,59","36,25","38,94","38,94","28,59","28,59","28,59","28,59","28,59","28,59","39,89",,
23-03-2012,20 - 21,"28,74","28,05","28,05","28,05","28,05","29,30","41,28","41,28","28,05","28,05","28,05","28,05","28,05","28,05","39,84",,
23-03-2012,21 - 22,"28,59","27,62","27,62","27,62","27,62","37,29","41,27","41,27","27,62","27,62","27,62","27,62","27,62","27,62","37,29",,
23-03-2012,22 - 23,"27,90","27,11","27,11","27,11","27,11","32,60","41,22","41,22","27,11","27,11","27,11","27,11","27,11","27,11","32,60",,
23-03-2012,23 - 00,"27,02","26,58","26,58","26,58","26,58","26,58","39,15","39,15","26,58","26,58","26,58","26,58","26,58","26,58","29,84",,
24-03-2012,00 - 01,"25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","25,74","33,20",,
24-03-2012,01 - 02,"24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","24,96","33,17",,
24-03-2012,02 - 03,"24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","33,16",,
24-03-2012,03 - 04,"24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","24,61","37,08",,
24-03-2012,04 - 05,"24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","24,72","37,24",,
24-03-2012,05 - 06,"24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","24,71","37,92",,
24-03-2012,06 - 07,"24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","24,60","41,09",,
24-03-2012,07 - 08,"25,24","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","25,27","40,60",,
24-03-2012,08 - 09,"25,76","25,69","25,69","25,69","25,69","25,69","32,31","32,31","25,69","25,69","25,69","25,69","25,69","25,69","41,52",,
24-03-2012,09 - 10,"26,18","26,03","26,03","26,03","26,03","26,03","32,52","32,52","26,03","26,03","26,03","26,03","26,03","26,03","44,80",,
24-03-2012,10 - 11,"26,31","26,14","26,14","26,14","26,14","26,14","32,59","32,59","26,14","26,14","26,14","26,14","26,14","26,14","41,52",,
24-03-2012,11 - 12,"25,90","25,79","25,79","25,79","25,79","25,79","32,48","32,48","25,79","25,79","25,79","25,79","25,79","25,79","41,08",,
24-03-2012,12 - 13,"25,39","25,35","25,35","25,35","25,35","25,35","31,90","31,90","25,35","25,35","25,35","25,35","25,35","25,35","41,06",,
24-03-2012,13 - 14,"24,79","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","24,81","40,86",,
24-03-2012,14 - 15,"24,54","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","39,90",,
24-03-2012,15 - 16,"24,44","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","24,45","39,89",,
24-03-2012,16 - 17,"24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","24,67","39,87",,
24-03-2012,17 - 18,"25,56","25,46","25,46","25,46","25,46","25,46","33,05","33,05","25,46","25,46","25,46","25,46","25,46","25,46","39,88",,
24-03-2012,18 - 19,"26,98","26,72","26,72","26,72","26,72","27,35","32,79","32,79","26,72","26,72","26,72","26,72","26,72","26,72","44,80",,
24-03-2012,19 - 20,"27,05","26,96","26,96","26,96","26,96","26,96","32,30","32,30","26,96","26,96","26,96","26,96","26,96","26,96","41,09",,
24-03-2012,20 - 21,"26,01","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","26,00","40,49",,
24-03-2012,21 - 22,"25,47","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","39,25",,
24-03-2012,22 - 23,"24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","24,95","35,62",,
24-03-2012,23 - 00,"24,30","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","24,29","33,22",,
25-03-2012,00 - 01,"24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","24,12","36,55",,
25-03-2012,01 - 02,"22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","22,88","36,36",,
25-03-2012,02 - 03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
25-03-2012,03 - 04,"22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","22,51","33,05",,
25-03-2012,04 - 05,"21,05","20,95","20,95","20,95","20,95","21,88","20,95","20,95","20,95","20,95","20,95","20,95","20,95","20,95","36,78",,
25-03-2012,05 - 06,"20,17","20,03","20,03","20,03","20,03","20,76","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,76",,
25-03-2012,06 - 07,"21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03",,
25-03-2012,07 - 08,"23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","23,61","35,95",,
25-03-2012,08 - 09,"25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","25,13","35,96",,
25-03-2012,09 - 10,"25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","25,65","35,99",,
25-03-2012,10 - 11,"25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","35,99",,
25-03-2012,11 - 12,"24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","24,14","36,00",,
25-03-2012,12 - 13,"24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","24,03","39,81",,
25-03-2012,13 - 14,"23,84","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","23,83","39,82",,
25-03-2012,14 - 15,"23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","23,66","39,81",,
25-03-2012,15 - 16,"23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","39,82",,
25-03-2012,16 - 17,"23,59","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","23,57","39,83",,
25-03-2012,17 - 18,"24,64","24,62","24,62","24,62","24,62","24,62","23,90","24,62","24,62","24,62","24,62","24,62","24,62","24,62","39,83",,
25-03-2012,18 - 19,"26,80","26,70","26,70","26,70","26,70","26,70","32,51","31,79","26,70","26,70","26,70","26,70","26,70","26,70","39,86",,
25-03-2012,19 - 20,"27,86","27,63","27,63","27,63","27,63","29,58","35,33","35,33","27,63","27,63","27,63","27,63","27,63","27,63","44,82",,
25-03-2012,20 - 21,"27,95","27,77","27,77","27,77","27,77","27,77","37,72","37,72","27,77","27,77","27,77","27,77","27,77","27,77","39,88",,
25-03-2012,21 - 22,"27,51","27,43","27,43","27,43","27,43","28,32","32,51","32,51","27,43","27,43","27,43","27,43","27,43","27,43","35,99",,
25-03-2012,22 - 23,"26,81","26,71","26,71","26,71","26,71","31,68","26,71","26,71","26,71","26,71","26,71","26,71","26,71","26,71","35,41",,
25-03-2012,23 - 00,"25,81","25,73","25,73","25,73","25,73","26,28","25,73","25,73","25,73","25,73","25,73","25,73","25,73","25,73","32,14",,
26-03-2012,00 - 01,"26,39","26,40","26,40","26,40","26,40","26,40","27,00","27,00","26,40","26,40","26,40","26,40","26,40","26,40","33,08",,
26-03-2012,01 - 02,"25,68","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","33,09",,
26-03-2012,02 - 03,"23,75","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","23,76","33,06",,
26-03-2012,03 - 04,"23,15","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","23,16","33,05",,
26-03-2012,04 - 05,"24,69","24,64","24,64","24,64","24,64","24,95","24,64","24,64","24,64","24,64","24,64","24,64","24,64","24,64","24,95",,
26-03-2012,05 - 06,"27,26","26,93","26,93","26,93","26,93","38,98","26,93","26,93","26,93","26,93","26,93","26,93","26,93","26,93","38,98",,
26-03-2012,06 - 07,"28,61","27,99","27,99","27,99","27,99","42,45","40,70","40,70","27,99","27,99","27,99","27,99","27,99","27,99","42,45",,
26-03-2012,07 - 08,"32,22","29,34","29,34","29,34","29,34","43,17","41,30","41,30","29,34","29,34","29,34","29,34","29,34","29,34","43,17",,
26-03-2012,08 - 09,"37,67","30,58","30,58","31,09","31,09","44,84","51,68","51,68","31,09","31,09","31,09","30,58","30,58","30,58","44,84",,
26-03-2012,09 - 10,"33,46","29,99","29,99","29,99","29,99","44,83","44,53","44,53","29,99","29,99","29,99","29,60","29,60","29,41","44,83",,
26-03-2012,10 - 11,"32,38","29,22","29,22","29,22","29,22","41,25","51,65","51,65","29,22","29,22","29,22","29,22","29,22","28,94","43,60",,
26-03-2012,11 - 12,"31,43","28,83","28,83","28,83","28,83","39,41","44,00","44,00","28,83","28,83","28,83","28,83","28,83","28,83","43,38",,
