Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
26-08-2012,20 - 21,"29,91","32,40","32,40","32,40","32,40","40,87","32,40","32,40","26,57","26,57","26,57","32,40","32,40","32,40","40,87","40,87","60,01"
26-08-2012,21 - 22,"30,02","32,26","32,26","32,26","32,26","41,86","32,26","32,26","26,71","26,71","26,71","32,26","32,26","32,26","41,86","41,86","49,64"
26-08-2012,22 - 23,"29,75","32,27","32,27","32,27","32,27","37,08","32,27","32,27","26,53","26,53","26,53","32,27","32,27","32,27","37,08","37,08","60,09"
26-08-2012,23 - 00,"25,95","25,69","25,69","25,69","25,69","29,11","25,69","25,69","25,69","25,69","25,69","25,69","25,69","25,69","32,02","32,02","63,07"
27-08-2012,00 - 01,"25,70","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","25,80","32,00","32,00","60,03"
27-08-2012,01 - 02,"25,10","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","25,19","31,21","31,21","32,00"
27-08-2012,02 - 03,"24,89","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","24,99","30,80","30,80","30,09"
27-08-2012,03 - 04,"24,91","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","25,01","31,16","31,16","30,09"
27-08-2012,04 - 05,"25,09","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","31,90","31,90","32,01"
27-08-2012,05 - 06,"26,92","26,04","26,04","26,04","26,04","40,01","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","40,01","40,01","66,00"
27-08-2012,06 - 07,"30,48","30,84","30,84","30,84","30,84","99,64","23,90","30,84","27,10","27,10","27,10","30,84","30,84","30,84","57,06","57,06","63,00"
27-08-2012,07 - 08,"32,90","33,56","33,56","33,56","33,56","70,09","40,50","33,56","27,13","27,13","27,13","33,56","33,56","33,56","70,09","70,09","72,04"
27-08-2012,08 - 09,"35,50","35,81","35,81","35,81","35,81","73,04","48,75","35,81","27,54","27,54","27,54","35,81","35,81","35,81","73,04","73,04","72,06"
27-08-2012,09 - 10,"36,31","36,23","36,23","36,23","36,23","70,08","49,04","47,99","27,70","27,70","27,70","36,23","36,23","36,23","70,08","70,08","72,07"
27-08-2012,10 - 11,"36,80","36,62","36,62","36,62","36,62","60,99","49,12","51,99","27,67","27,67","27,67","36,62","36,62","36,62","60,99","60,99","72,07"
27-08-2012,11 - 12,"36,53","36,45","36,45","36,45","36,45","60,01","49,09","49,09","27,52","27,52","27,52","36,45","36,45","36,45","60,01","60,01","72,07"
27-08-2012,12 - 13,"35,82","36,85","36,85","36,85","36,85","66,03","41,83","41,83","26,99","26,99","26,99","36,85","36,85","36,85","66,03","66,03","72,08"
27-08-2012,13 - 14,"36,20","36,78","36,78","36,78","36,78","69,55","42,46","42,46","27,08","27,08","27,08","36,78","36,78","36,78","69,55","69,55","72,08"
27-08-2012,14 - 15,"35,76","36,66","36,66","36,66","36,66","57,78","41,45","41,45","27,09","27,09","27,09","36,66","36,66","36,66","57,78","57,78","72,06"
27-08-2012,15 - 16,"34,85","36,05","36,05","36,05","36,05","46,64","46,30","46,30","26,97","26,97","26,97","36,05","36,05","36,05","46,64","48,19","72,05"
27-08-2012,16 - 17,"34,56","35,28","35,28","35,28","35,28","40,41","49,07","49,07","27,20","27,20","27,20","35,28","35,28","35,28","40,41","48,20","72,03"
27-08-2012,17 - 18,"34,11","35,23","35,23","35,23","35,23","38,58","56,28","56,28","26,99","26,99","26,99","35,23","35,23","35,23","38,58","48,37","70,04"
27-08-2012,18 - 19,"33,86","34,79","34,79","34,79","34,79","38,24","67,12","67,12","27,06","27,06","27,06","34,79","34,79","34,79","38,24","38,24","63,04"
27-08-2012,19 - 20,"33,79","34,99","34,99","34,99","34,99","36,34","66,71","66,71","27,04","27,04","27,04","34,99","34,99","34,99","36,34","36,34","63,04"
27-08-2012,20 - 21,"34,75","36,08","36,08","36,08","36,08","38,47","49,14","65,20","27,54","27,54","27,54","36,08","36,08","36,08","38,47","38,47","63,03"
27-08-2012,21 - 22,"34,71","36,19","36,19","36,19","36,19","38,08","56,10","56,10","27,55","27,55","27,55","36,19","36,19","36,19","38,08","38,08","60,07"
27-08-2012,22 - 23,"33,08","34,67","34,67","34,67","34,67","35,12","47,88","50,00","26,86","26,86","26,86","34,67","34,67","34,67","35,12","35,12","24,52"
27-08-2012,23 - 00,"30,61","32,85","32,85","32,85","32,85","32,85","40,75","40,75","26,08","26,08","26,08","32,85","32,85","32,85","32,85","32,85","32,05"
28-08-2012,00 - 01,"27,78","32,09","32,09","32,09","32,09","32,09","32,09","32,09","25,98","25,98","25,98","32,09","32,09","32,09","32,09","32,09","32,01"
28-08-2012,01 - 02,"26,42","30,90","30,90","30,90","30,90","30,90","30,90","30,90","25,71","25,71","25,71","30,90","30,90","30,90","30,90","30,90","32,02"
28-08-2012,02 - 03,"25,93","30,14","30,14","30,14","30,14","30,14","30,14","30,14","25,61","25,61","25,61","30,14","30,14","30,14","30,14","30,14","32,02"
28-08-2012,03 - 04,"25,86","30,03","30,03","30,03","30,03","30,03","30,03","30,03","25,57","25,57","25,57","30,03","30,03","30,03","30,03","30,03","32,02"
28-08-2012,04 - 05,"26,40","30,64","30,64","30,64","30,64","30,64","30,64","30,64","25,66","25,66","25,66","30,64","30,64","30,64","30,64","30,64","32,03"
28-08-2012,05 - 06,"30,23","33,13","33,13","33,13","33,13","36,12","33,13","33,13","25,88","25,88","25,88","33,13","33,13","33,13","36,12","36,12","32,02"
28-08-2012,06 - 07,"32,49","33,43","33,43","33,43","33,43","139,45","33,43","33,43","26,45","26,45","26,45","33,43","33,43","33,43","38,36","38,36","32,04"
28-08-2012,07 - 08,"33,91","38,41","38,41","38,41","38,41","86,87","38,41","45,70","25,84","25,84","25,84","35,30","35,30","35,30","40,50","40,50","72,00"
28-08-2012,08 - 09,"35,53","42,98","42,98","42,98","44,86","100,49","42,98","52,12","25,94","25,94","25,94","36,63","36,63","36,63","60,08","60,08","72,02"
28-08-2012,09 - 10,"35,80","41,16","41,16","41,16","42,98","98,55","41,16","53,45","25,98","25,98","25,98","37,20","37,20","37,20","70,00","70,00","69,70"
28-08-2012,10 - 11,"36,12","41,45","41,45","41,45","49,33","82,35","41,45","56,00","26,23","26,23","26,23","37,29","37,29","37,29","66,03","66,03","72,01"
28-08-2012,11 - 12,"35,94","42,63","42,63","42,63","50,24","62,46","42,63","57,66","26,10","26,10","26,10","37,21","37,21","37,21","62,46","62,46","72,01"
28-08-2012,12 - 13,"36,18","43,07","43,07","43,07","51,98","66,05","43,07","57,06","25,97","25,97","25,97","36,78","36,78","36,78","66,05","66,05","69,79"
28-08-2012,13 - 14,"36,70","54,67","54,67","54,67","55,66","79,68","54,67","55,66","25,90","25,90","25,90","36,72","36,72","36,72","70,03","70,03","72,02"
28-08-2012,14 - 15,"36,17","53,37","53,37","53,37","53,37","66,09","53,37","53,81","25,93","25,93","25,93","36,67","36,67","36,67","66,09","66,09","72,01"
28-08-2012,15 - 16,"35,60","49,71","49,71","49,71","50,22","49,71","49,71","53,37","25,85","25,85","25,85","36,73","36,73","36,73","49,71","49,71","72,00"
28-08-2012,16 - 17,"34,92","45,02","45,02","45,02","46,71","45,02","43,03","56,00","25,80","25,80","25,80","36,67","36,67","36,67","45,02","45,02","71,81"
28-08-2012,17 - 18,"34,61","38,83","38,83","38,83","46,70","41,98","40,82","58,68","27,25","27,25","26,41","35,25","35,25","35,25","41,98","41,98","70,51"
28-08-2012,18 - 19,"33,99","36,98","36,98","36,98","36,98","46,50","36,98","59,00","26,86","26,86","26,23","35,21","35,21","35,21","46,50","46,50","63,00"
28-08-2012,19 - 20,"35,04","39,77","39,77","39,77","39,77","46,37","49,02","59,00","27,09","27,09","26,28","35,21","35,21","35,21","46,37","46,37","59,28"
28-08-2012,20 - 21,"35,09","39,56","39,56","39,56","39,56","45,55","49,10","59,48","27,03","27,03","26,21","35,13","35,13","35,13","45,55","45,55","58,78"
28-08-2012,21 - 22,"34,25","37,54","37,54","37,54","37,54","40,95","50,49","58,48","26,97","26,97","26,42","35,13","35,13","35,13","40,95","40,95","56,68"
28-08-2012,22 - 23,"31,90","34,97","34,97","34,97","34,97","34,97","49,45","49,45","26,46","26,46","25,61","34,97","34,97","34,97","34,97","34,97","22,84"
28-08-2012,23 - 00,"28,83","32,66","32,66","32,66","32,66","32,66","32,66","32,66","25,70","25,70","25,37","32,66","32,66","32,66","32,66","32,66","60,06"
29-08-2012,00 - 01,"28,30","33,08","33,08","33,08","33,08","33,08","40,43","33,08","25,57","25,57","20,67","33,08","33,08","33,08","33,08","33,08","32,02"
29-08-2012,01 - 02,"27,19","32,21","32,21","32,21","32,21","32,21","35,08","32,21","25,31","25,31","20,51","32,21","32,21","32,21","32,21","32,21","32,01"
29-08-2012,02 - 03,"26,76","32,04","32,04","32,04","32,04","32,04","35,42","32,04","25,20","25,20","20,27","32,04","32,04","32,04","32,04","32,04","32,01"
29-08-2012,03 - 04,"26,62","32,01","32,01","32,01","32,01","32,01","35,48","32,01","25,21","25,21","20,25","32,01","32,01","32,01","32,01","32,01","32,01"
29-08-2012,04 - 05,"27,25","32,13","32,13","32,13","32,13","32,13","35,54","32,13","25,32","25,32","20,33","32,13","32,13","32,13","32,13","32,13","32,02"
29-08-2012,05 - 06,"30,09","33,53","33,53","33,53","33,53","36,39","42,21","33,53","25,52","25,52","20,52","33,53","33,53","33,53","36,39","36,39","32,07"
29-08-2012,06 - 07,"31,79","34,94","34,94","34,94","34,94","42,56","47,27","47,27","25,57","25,57","21,26","34,94","34,94","34,94","42,56","42,56","63,02"
29-08-2012,07 - 08,"33,86","44,21","44,21","44,21","44,21","49,89","57,92","57,92","25,53","25,53","23,28","35,71","35,71","35,71","49,89","49,89","70,05"
29-08-2012,08 - 09,"35,79","49,10","49,10","49,10","49,10","52,02","61,67","61,67","25,81","25,81","24,82","37,22","37,22","37,22","52,02","52,02","70,08"
29-08-2012,09 - 10,"36,33","53,14","53,14","53,14","53,14","53,14","61,22","61,22","25,84","25,84","24,90","37,24","37,24","37,24","53,14","53,14","70,07"
29-08-2012,10 - 11,"36,37","54,61","54,61","54,61","54,85","54,61","60,99","60,99","25,75","25,75","24,79","37,62","37,62","37,62","54,61","54,61","70,07"
29-08-2012,11 - 12,"36,10","51,90","51,90","51,90","54,67","51,90","60,56","60,56","25,64","25,64","24,42","38,93","38,93","38,93","51,90","51,90","70,04"
29-08-2012,12 - 13,"35,50","49,78","49,78","49,78","58,43","49,78","59,96","59,96","25,53","25,53","24,13","41,62","41,62","41,62","49,78","49,78","70,03"
29-08-2012,13 - 14,"35,34","47,11","47,11","47,11","52,02","47,11","57,38","57,38","25,59","25,59","24,02","47,11","47,11","47,11","47,11","47,11","70,04"
29-08-2012,14 - 15,"34,79","43,49","43,49","43,49","51,34","43,49","53,07","53,07","25,52","25,52","23,44","43,38","43,38","43,38","43,49","43,49","70,02"
29-08-2012,15 - 16,"34,01","42,53","42,53","42,53","47,77","42,53","52,59","52,59","25,47","25,47","23,55","38,41","38,41","38,41","42,53","42,53","67,09"
29-08-2012,16 - 17,"33,29","38,43","38,43","38,43","38,43","41,38","53,27","53,27","24,84","24,84","24,84","38,43","38,43","38,43","41,38","41,38","63,07"
29-08-2012,17 - 18,"32,99","35,57","35,57","35,57","35,57","41,34","57,72","57,72","25,69","25,69","25,69","35,57","35,57","35,57","41,34","41,34","63,01"
29-08-2012,18 - 19,"33,39","35,75","35,75","35,75","35,75","42,51","58,09","58,09","25,65","25,65","25,65","35,75","35,75","35,75","42,51","42,51","59,27"
29-08-2012,19 - 20,"33,35","35,71","35,71","35,71","35,71","42,59","57,95","57,95","25,59","25,59","25,59","35,71","35,71","35,71","42,59","42,59","59,34"
29-08-2012,20 - 21,"33,67","36,07","36,07","36,07","36,07","42,55","51,65","57,94","25,68","25,68","25,68","36,07","36,07","36,07","42,55","42,55","58,92"
29-08-2012,21 - 22,"33,05","35,87","35,87","35,87","35,87","40,78","55,66","55,66","25,74","25,74","25,74","35,87","35,87","35,87","40,78","40,78","56,97"
29-08-2012,22 - 23,"31,67","34,06","34,06","34,06","34,06","36,78","47,82","50,80","25,70","25,70","25,70","34,06","34,06","34,06","36,78","36,78","20,30"
29-08-2012,23 - 00,"28,67","33,07","33,07","33,07","33,07","33,07","33,07","33,07","25,25","25,25","25,25","33,07","33,07","33,07","33,07","33,07","60,00"
30-08-2012,00 - 01,"26,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","24,10","24,10","23,40","33,42","33,42","33,42","33,42","33,42","30,04"
30-08-2012,01 - 02,"25,80","32,44","32,44","32,44","32,44","32,44","32,44","32,44","23,94","23,94","23,30","32,44","32,44","32,44","32,44","32,44","30,05"
30-08-2012,02 - 03,"25,55","31,95","31,95","31,95","31,95","31,95","31,95","31,95","23,78","23,78","23,24","31,95","31,95","31,95","31,95","31,95","30,05"
30-08-2012,03 - 04,"25,59","31,99","31,99","31,99","31,99","31,99","31,99","31,99","23,76","23,76","23,22","31,99","31,99","31,99","31,99","31,99","30,05"
30-08-2012,04 - 05,"26,04","32,94","32,94","32,94","32,94","32,94","32,94","32,94","23,91","23,91","23,25","32,94","32,94","32,94","32,94","32,94","30,05"
30-08-2012,05 - 06,"30,09","35,33","35,33","35,33","35,33","36,79","40,17","35,33","24,02","24,02","23,61","35,33","35,33","35,33","36,79","36,79","30,06"
30-08-2012,06 - 07,"33,27","36,40","36,40","36,40","36,40","47,47","46,91","46,91","24,27","24,27","24,27","36,40","36,40","36,40","47,47","47,47","21,00"
30-08-2012,07 - 08,"35,47","52,77","52,77","52,77","52,77","52,77","53,09","53,09","24,23","24,23","24,23","36,65","36,65","36,65","52,77","52,77","49,74"
30-08-2012,08 - 09,"37,08","57,97","57,97","57,97","57,97","57,97","57,97","57,97","24,51","24,51","24,51","37,53","37,53","37,53","57,97","57,97","49,89"
30-08-2012,09 - 10,"36,88","57,55","57,55","57,55","57,55","57,55","57,55","57,55","24,53","24,53","24,53","37,01","37,01","37,01","57,55","57,55","49,86"
30-08-2012,10 - 11,"36,95","60,11","60,11","60,11","60,11","60,11","60,11","60,11","24,52","24,52","24,52","37,37","37,37","37,37","60,11","60,11","49,93"
30-08-2012,11 - 12,"36,13","62,48","62,48","62,48","62,48","62,48","62,48","62,48","24,40","24,40","24,40","36,99","36,99","36,99","62,48","62,48","49,85"
30-08-2012,12 - 13,"36,11","61,79","61,79","61,79","61,79","61,79","61,79","61,79","24,37","24,37","24,37","36,95","36,95","36,95","61,79","61,79","50,09"
30-08-2012,13 - 14,"35,97","60,99","60,99","60,99","60,99","60,99","60,99","60,99","24,34","24,34","24,17","37,01","37,01","37,01","60,99","60,99","49,86"
30-08-2012,14 - 15,"35,67","57,81","57,81","57,81","57,81","57,81","59,10","59,10","24,33","24,33","24,33","37,03","37,03","37,03","57,81","57,81","49,64"
30-08-2012,15 - 16,"35,35","53,13","53,13","53,13","53,13","53,13","57,94","57,94","24,30","24,30","24,30","37,04","37,04","37,04","53,13","53,13","49,53"
30-08-2012,16 - 17,"34,92","50,97","50,97","50,97","50,97","50,97","54,52","54,52","24,28","24,28","24,28","36,92","36,92","36,92","50,97","50,97","49,15"
30-08-2012,17 - 18,"34,42","50,96","50,96","50,96","50,96","50,96","56,52","56,52","24,36","24,36","24,27","35,99","35,99","35,99","50,96","50,96","48,94"
30-08-2012,18 - 19,"34,93","48,04","48,04","48,04","49,49","48,04","58,59","58,59","24,77","24,77","24,23","36,34","36,34","36,34","48,04","48,04","48,48"
30-08-2012,19 - 20,"34,81","45,90","45,90","45,90","45,90","45,90","57,51","57,51","24,76","24,76","24,24","36,39","36,39","36,39","45,90","45,90","48,70"
30-08-2012,20 - 21,"34,76","44,99","44,99","44,99","52,35","44,99","61,11","61,11","24,84","24,84","24,30","36,33","36,33","36,33","44,99","44,99","47,99"
30-08-2012,21 - 22,"33,88","41,39","41,39","41,39","42,91","41,39","57,07","57,07","24,92","24,92","24,35","36,18","36,18","36,18","41,39","41,39","17,18"
30-08-2012,22 - 23,"32,72","37,35","37,35","37,35","37,35","37,35","51,82","51,82","25,04","25,04","23,78","36,15","36,15","36,15","37,35","37,35","24,18"
30-08-2012,23 - 00,"31,00","34,40","34,40","34,40","34,40","34,40","45,36","45,36","24,47","24,47","23,36","34,40","34,40","34,40","34,40","34,40","21,72"
31-08-2012,00 - 01,"25,80","33,55","33,55","33,55","33,55","33,55","43,25","33,55","23,46","23,46","23,11","33,55","33,55","33,55","33,55","33,55","30,06"
31-08-2012,01 - 02,"24,81","32,05","32,05","32,05","32,05","32,05","38,54","32,05","23,31","23,31","23,01","32,05","32,05","32,05","32,05","32,05","30,07"
31-08-2012,02 - 03,"24,39","31,43","31,43","31,43","31,43","31,43","31,43","31,43","23,24","23,24","22,79","31,43","31,43","31,43","31,43","31,43","30,06"
31-08-2012,03 - 04,"24,44","31,74","31,74","31,74","31,74","31,74","31,74","31,74","23,23","23,23","22,75","31,74","31,74","31,74","31,74","31,74","30,06"
31-08-2012,04 - 05,"24,67","32,64","32,64","32,64","32,64","32,64","32,64","32,64","23,07","23,07","22,79","32,64","32,64","32,64","32,64","32,64","30,07"
31-08-2012,05 - 06,"27,84","34,43","34,43","34,43","34,43","38,09","34,43","34,43","23,21","23,21","23,03","34,43","34,43","34,43","38,09","38,09","30,02"
31-08-2012,06 - 07,"33,22","35,67","35,67","35,67","35,67","43,98","43,52","44,15","23,58","23,58","23,38","34,99","34,99","34,99","43,98","43,98","24,52"
31-08-2012,07 - 08,"35,13","45,63","45,63","45,63","45,63","48,07","55,00","55,00","23,66","23,66","23,66","35,47","35,47","35,47","48,07","48,07","55,01"
31-08-2012,08 - 09,"36,45","48,08","48,08","48,08","48,08","51,68","59,77","59,77","23,85","23,85","23,85","35,79","35,79","35,79","51,68","51,68","55,06"
31-08-2012,09 - 10,"36,30","49,75","49,75","49,75","49,75","51,01","53,96","65,69","23,82","23,82","23,82","35,93","35,93","35,93","51,01","51,01","55,06"
31-08-2012,10 - 11,"36,15","51,53","51,53","51,53","51,53","51,53","54,01","66,99","23,78","23,78","23,78","35,96","35,96","35,96","51,53","51,53","58,44"
31-08-2012,11 - 12,"35,52","50,27","50,27","50,27","57,07","50,27","50,27","66,49","23,70","23,70","23,69","35,84","35,84","35,84","50,27","50,27","58,44"
31-08-2012,12 - 13,"35,61","49,04","49,04","49,04","56,91","49,04","50,21","64,52","23,71","23,71","23,65","36,03","36,03","36,03","49,04","49,04","58,47"
31-08-2012,13 - 14,"35,10","48,93","48,93","48,93","52,39","48,93","48,93","60,99","23,62","23,62","23,62","35,93","35,93","35,93","48,93","48,93","58,29"
31-08-2012,14 - 15,"34,58","43,79","43,79","43,79","47,22","51,38","43,79","54,67","23,57","23,57","23,57","35,79","35,79","35,79","51,38","55,76","54,78"
31-08-2012,15 - 16,"33,11","38,76","38,76","38,76","47,67","50,59","38,76","48,54","23,31","23,31","23,31","35,99","35,99","35,99","50,59","51,08","54,21"
31-08-2012,16 - 17,"32,45","36,76","36,76","36,76","36,76","42,08","36,76","47,44","23,28","23,28","23,28","35,73","35,73","35,73","42,08","42,08","54,03"
31-08-2012,17 - 18,"32,21","42,04","42,04","42,04","42,04","42,04","42,04","48,28","23,22","23,22","23,22","35,55","35,55","35,55","42,04","42,04","53,04"
31-08-2012,18 - 19,"32,43","35,62","35,62","35,62","35,62","42,08","35,62","50,66","23,57","23,57","23,39","35,62","35,62","35,62","42,08","42,08","52,38"
31-08-2012,19 - 20,"31,91","35,51","35,51","35,51","35,51","41,08","35,51","48,96","23,53","23,53","23,40","35,51","35,51","35,51","41,08","41,08","52,92"
31-08-2012,20 - 21,"31,90","35,35","35,35","35,35","35,35","41,07","35,35","55,00","23,55","23,55","23,40","35,35","35,35","35,35","41,07","41,07","50,09"
